11_tickers,120_tickers,14_tickers,160_tickers,18_tickers,213_tickers,23_tickers,284_tickers,30_tickers,378_tickers,39_tickers,51_tickers,68_tickers,7_tickers,9_tickers,90_tickers
,CHTR,,BWA,,BAC,,AIZ,TFC,AIG,MCK,LNC,IT,,,EBAY
,CB,,BXP,,BK,,T,UAL,AMT,MSFT,LIN,HSY,,,EMR
,CHD,,CDNS,,BBY,,ATO,UNM,AWK,NLSN,L,HST,,,EXPE
,CI,,CCL,,BIIB,,AZO,VNO,AMP,NCLH,MMC,HBAN,,,FB
,CTAS,,CARR,,BWA,,AVY,VMC,AME,O,MKC,INFO,,,FRT
,CTXS,,CTLT,,BXP,,BLL,WY,AMGN,REG,MCK,ITW,,,IT
,STZ,,CBRE,,CDNS,,BAC,,APH,SHW,MDT,LW,,,HSY
,CPRT,,CERN,,CPB,,BK,,ADI,SPG,MSFT,LNC,,,HFC
,DLR,,SCHW,,CAH,,BDX,,ANTM,TFC,NLSN,LIN,,,HRL
,DFS,,CHTR,,CCL,,BBY,,AAPL,UAL,NCLH,L,,,HST
,D,,CB,,CARR,,BIIB,,AMAT,UNM,PH,MMC,,,HBAN
,DPZ,,CHD,,CTLT,,BWA,,APTV,VRTX,DGX,MKC,,,INFO
,DD,,CI,,CBRE,,BXP,,AJG,VNO,O,MCK,,,ITW
,EBAY,,CTAS,,CERN,,BSX,,AIZ,VMC,REG,MDT,,,ILMN
,EA,,CTXS,,SCHW,,BMY,,T,WY,SHW,MSFT,,,INCY
,EMR,,STZ,,CHTR,,AVGO,,ATO,,SPG,NLSN,,,JKHY
,EXPE,,CPRT,,CB,,BR,,ADSK,,TMO,NCLH,,,LW
,FB,,GLW,,CHD,,CHRW,,AZO,,TFC,PH,,,LEG
,FRT,,CVS,,CI,,COG,,AVY,,TYL,PYPL,,,LNC
,GRMN,,DAL,,CINF,,CDNS,,BKR,,UNP,PENN,,,LIN
,IT,,DLR,,CTAS,,CPB,,BLL,,UAL,PFE,,,LKQ
,GNRC,,DFS,,CTXS,,CAH,,BAC,,UNM,PXD,,,LMT
,GM,,D,,CAG,,KMX,,BK,,VRTX,PSA,,,L
,HSIC,,DPZ,,STZ,,CCL,,BAX,,VFC,DGX,,,LUMN
,HSY,,DUK,,CPRT,,CARR,,BDX,,VNO,RTX,,,MMC
,HFC,,DD,,GLW,,CTLT,,BBY,,VMC,O,,,MKC
,HRL,,EBAY,,CVS,,CAT,,BIO,,WY,REG,,,MCK
,HST,,EA,,DAL,,CBRE,,BIIB,,,SHW,,,MDT
,HBAN,,EMR,,DVN,,CERN,,BA,,,SPG,,,MET
,INFO,,EXPE,,DLR,,SCHW,,BWA,,,TMO,,,MSFT
,ITW,,FB,,DFS,,CHTR,,BXP,,,TFC,,,MPWR
,ILMN,,FRT,,D,,CVX,,BSX,,,TWTR,,,NLSN
,INCY,,FIS,,DPZ,,CB,,BMY,,,TYL,,,NCLH
,JKHY,,GRMN,,DUK,,CHD,,AVGO,,,UNP,,,ORCL
,LW,,IT,,DD,,CI,,BR,,,UAL,,,PCAR
,LEG,,GNRC,,EBAY,,CINF,,CHRW,,,UNM,,,PH
,LNC,,GM,,EA,,CTAS,,COG,,,VRSN,,,PYPL
,LIN,,GILD,,EMR,,CSCO,,CDNS,,,VRTX,,,PENN
,LKQ,,GS,,RE,,CTXS,,CZR,,,VFC,,,PFE
,LMT,,HBI,,EXPE,,CMA,,CPB,,,VNO,,,PXD
,L,,HSIC,,FB,,CAG,,COF,,,VMC,,,PSA
,LUMN,,HSY,,FAST,,COP,,CAH,,,WY,,,DGX
,MMC,,HFC,,FRT,,STZ,,KMX,,,YUM,,,RTX
,MLM,,HRL,,FIS,,CPRT,,CCL,,,ZBRA,,,O
,MKC,,HST,,FMC,,GLW,,CARR,,,,,,REG
,MCK,,HUM,,GRMN,,COST,,CTLT,,,,,,ROP
,MDT,,HBAN,,IT,,CCI,,CAT,,,,,,SHW
,MET,,IDXX,,GNRC,,CMI,,CBOE,,,,,,SPG
,MSFT,,INFO,,GM,,CVS,,CBRE,,,,,,LUV
,MPWR,,ITW,,GILD,,DAL,,CDW,,,,,,TMO
,MCO,,ILMN,,GS,,DVN,,CE,,,,,,TFC
,MSI,,INCY,,HBI,,FANG,,CNP,,,,,,TWTR
,NWS,,IPGP,,HSIC,,DLR,,CERN,,,,,,TYL
,NLSN,,JKHY,,HSY,,DFS,,SCHW,,,,,,UNP
,NTRS,,LW,,HES,,DISCK,,CHTR,,,,,,UAL
,NCLH,,LEG,,HFC,,DISH,,CVX,,,,,,UNM
,ORCL,,LNC,,HOLX,,D,,CB,,,,,,VRSN
,PCAR,,LIN,,HD,,DPZ,,CHD,,,,,,VRTX
,PH,,LKQ,,HRL,,DOW,,CI,,,,,,VFC
,PYPL,,LMT,,HST,,DTE,,CINF,,,,,,VNO
,PENN,,L,,HUM,,DUK,,CTAS,,,,,,VMC
,PFE,,LUMN,,HBAN,,DD,,CSCO,,,,,,WRK
,PNW,,MKTX,,IDXX,,EBAY,,C,,,,,,WY
,PXD,,MMC,,INFO,,ECL,,CTXS,,,,,,WLTW
,POOL,,MLM,,ITW,,EA,,CMS,,,,,,YUM
,PPL,,MKC,,ILMN,,EMR,,KO,,,,,,ZBRA
,PSA,,MCK,,INCY,,RE,,CTSH,,,,,,
,QRVO,,MDT,,IBM,,EXPE,,CL,,,,,,
,DGX,,MET,,IVZ,,EXR,,CMCSA,,,,,,
,RJF,,MSFT,,IPGP,,FFIV,,CMA,,,,,,
,RTX,,MPWR,,IRM,,FB,,CAG,,,,,,
,O,,MCO,,JKHY,,FAST,,COP,,,,,,
,REG,,MSI,,JBHT,,FRT,,ED,,,,,,
,ROP,,MSCI,,SJM,,FDX,,STZ,,,,,,
,SHW,,NFLX,,JNJ,,FIS,,COO,,,,,,
,SPG,,NWS,,JCI,,FMC,,CPRT,,,,,,
,LUV,,NLSN,,K,,F,,GLW,,,,,,
,TXN,,NTRS,,LH,,FOXA,,COST,,,,,,
,TMO,,NCLH,,LRCX,,GRMN,,CCI,,,,,,
,TFC,,ORCL,,LW,,IT,,CMI,,,,,,
,TWTR,,PCAR,,LEG,,GNRC,,CVS,,,,,,
,TYL,,PH,,LNC,,GE,,DHI,,,,,,
,UNP,,PYPL,,LIN,,GM,,DHR,,,,,,
,UAL,,PENN,,LKQ,,GILD,,DRI,,,,,,
,UNM,,PNR,,LMT,,GS,,DVA,,,,,,
,VRSN,,PBCT,,L,,GWW,,DAL,,,,,,
,VRTX,,PRGO,,LUMN,,HBI,,XRAY,,,,,,
,VFC,,PFE,,MKTX,,HSIC,,DVN,,,,,,
,VNO,,PNW,,MMC,,HSY,,FANG,,,,,,
,VMC,,PXD,,MLM,,HES,,DLR,,,,,,
,WRK,,POOL,,MAS,,HPE,,DFS,,,,,,
,WY,,PPG,,MKC,,HFC,,DISCK,,,,,,
,WMB,,PPL,,MXIM,,HOLX,,DISH,,,,,,
,WLTW,,PEG,,MCD,,HD,,DG,,,,,,
,YUM,,PSA,,MCK,,HRL,,D,,,,,,
,ZBRA,,QRVO,,MDT,,HST,,DPZ,,,,,,
,,,DGX,,MET,,HUM,,DOW,,,,,,
,,,RJF,,MSFT,,HBAN,,DTE,,,,,,
,,,RTX,,MPWR,,IEX,,DUK,,,,,,
,,,O,,MNST,,IDXX,,DD,,,,,,
,,,REG,,MCO,,INFO,,DXC,,,,,,
,,,RSG,,MS,,ITW,,EMN,,,,,,
,,,ROP,,MSI,,ILMN,,ETN,,,,,,
,,,SHW,,MSCI,,INCY,,EBAY,,,,,,
,,,SPG,,NFLX,,IR,,ECL,,,,,,
,,,SWKS,,NWS,,ICE,,EIX,,,,,,
,,,LUV,,NEE,,IBM,,EW,,,,,,
,,,SWK,,NLSN,,IVZ,,EA,,,,,,
,,,SBUX,,NTRS,,IPGP,,EMR,,,,,,
,,,TPR,,NCLH,,IRM,,ENPH,,,,,,
,,,TGT,,NOV,,JKHY,,ETR,,,,,,
,,,TXN,,OXY,,JBHT,,EOG,,,,,,
,,,TMO,,OMC,,SJM,,EFX,,,,,,
,,,TRMB,,ORCL,,JNJ,,EQIX,,,,,,
,,,TFC,,PCAR,,JCI,,EQR,,,,,,
,,,TWTR,,PH,,KSU,,ESS,,,,,,
,,,TYL,,PAYX,,K,,ES,,,,,,
,,,UNP,,PYPL,,LH,,RE,,,,,,
,,,UAL,,PENN,,LRCX,,EXPE,,,,,,
,,,UNH,,PNR,,LW,,EXPD,,,,,,
,,,UHS,,PBCT,,LVS,,EXR,,,,,,
,,,UNM,,PRGO,,LEG,,FFIV,,,,,,
,,,VRSN,,PFE,,LNC,,FB,,,,,,
,,,VRTX,,PM,,LIN,,FAST,,,,,,
,,,VFC,,PNW,,LKQ,,FRT,,,,,,
,,,VIAC,,PXD,,LMT,,FDX,,,,,,
,,,VNO,,POOL,,L,,FIS,,,,,,
,,,VMC,,PPG,,LUMN,,FRC,,,,,,
,,,WU,,PPL,,MTB,,FISV,,,,,,
,,,WRK,,PEG,,MKTX,,FLIR,,,,,,
,,,WY,,PSA,,MMC,,FMC,,,,,,
,,,WHR,,QRVO,,MLM,,F,,,,,,
,,,WMB,,QCOM,,MAS,,FOXA,,,,,,
,,,WLTW,,DGX,,MKC,,FOX,,,,,,
,,,YUM,,RJF,,MXIM,,GRMN,,,,,,
,,,ZBRA,,RTX,,MCD,,IT,,,,,,
,,,,,O,,MCK,,GNRC,,,,,,
,,,,,REG,,MDT,,GD,,,,,,
,,,,,RSG,,MRK,,GE,,,,,,
,,,,,RMD,,MET,,GM,,,,,,
,,,,,RHI,,MCHP,,GILD,,,,,,
,,,,,ROK,,MSFT,,GS,,,,,,
,,,,,ROL,,MAA,,GWW,,,,,,
,,,,,ROP,,MHK,,HBI,,,,,,
,,,,,ROST,,TAP,,HIG,,,,,,
,,,,,SLB,,MDLZ,,HSIC,,,,,,
,,,,,SHW,,MPWR,,HSY,,,,,,
,,,,,SPG,,MNST,,HES,,,,,,
,,,,,SWKS,,MCO,,HPE,,,,,,
,,,,,SO,,MS,,HLT,,,,,,
,,,,,LUV,,MSI,,HFC,,,,,,
,,,,,SWK,,MSCI,,HOLX,,,,,,
,,,,,SBUX,,NTAP,,HD,,,,,,
,,,,,SYK,,NFLX,,HRL,,,,,,
,,,,,SIVB,,NWL,,HST,,,,,,
,,,,,TMUS,,NEM,,HWM,,,,,,
,,,,,TROW,,NWS,,HUM,,,,,,
,,,,,TPR,,NEE,,HBAN,,,,,,
,,,,,TGT,,NLSN,,IEX,,,,,,
,,,,,TXN,,NSC,,IDXX,,,,,,
,,,,,TXT,,NTRS,,INFO,,,,,,
,,,,,TMO,,NCLH,,ITW,,,,,,
,,,,,TJX,,NOV,,ILMN,,,,,,
,,,,,TRMB,,NRG,,INCY,,,,,,
,,,,,TFC,,NUE,,IR,,,,,,
,,,,,TWTR,,ORLY,,ICE,,,,,,
,,,,,TYL,,OXY,,IBM,,,,,,
,,,,,UNP,,ODFL,,ISRG,,,,,,
,,,,,UAL,,OMC,,IVZ,,,,,,
,,,,,UNH,,ORCL,,IPGP,,,,,,
,,,,,UHS,,PCAR,,IRM,,,,,,
,,,,,UNM,,PH,,JKHY,,,,,,
,,,,,VRSN,,PAYX,,J,,,,,,
,,,,,VRTX,,PYPL,,JBHT,,,,,,
,,,,,VFC,,PENN,,SJM,,,,,,
,,,,,VIAC,,PNR,,JNJ,,,,,,
,,,,,VNO,,PBCT,,JCI,,,,,,
,,,,,VMC,,PRGO,,KSU,,,,,,
,,,,,WM,,PFE,,K,,,,,,
,,,,,WELL,,PM,,KMB,,,,,,
,,,,,WU,,PNW,,KIM,,,,,,
,,,,,WRK,,PXD,,KMI,,,,,,
,,,,,WY,,PNC,,KLAC,,,,,,
,,,,,WHR,,POOL,,LHX,,,,,,
,,,,,WMB,,PPG,,LH,,,,,,
,,,,,WLTW,,PPL,,LRCX,,,,,,
,,,,,XEL,,PFG,,LW,,,,,,
,,,,,YUM,,PG,,LVS,,,,,,
,,,,,ZBRA,,PEG,,LEG,,,,,,
,,,,,,,PSA,,LNC,,,,,,
,,,,,,,QRVO,,LIN,,,,,,
,,,,,,,QCOM,,LYV,,,,,,
,,,,,,,DGX,,LKQ,,,,,,
,,,,,,,RJF,,LMT,,,,,,
,,,,,,,RTX,,L,,,,,,
,,,,,,,O,,LUMN,,,,,,
,,,,,,,REG,,LYB,,,,,,
,,,,,,,REGN,,MTB,,,,,,
,,,,,,,RSG,,MPC,,,,,,
,,,,,,,RMD,,MKTX,,,,,,
,,,,,,,RHI,,MMC,,,,,,
,,,,,,,ROK,,MLM,,,,,,
,,,,,,,ROL,,MAS,,,,,,
,,,,,,,ROP,,MA,,,,,,
,,,,,,,ROST,,MKC,,,,,,
,,,,,,,SBAC,,MXIM,,,,,,
,,,,,,,SLB,,MCD,,,,,,
,,,,,,,SHW,,MCK,,,,,,
,,,,,,,SPG,,MDT,,,,,,
,,,,,,,SWKS,,MRK,,,,,,
,,,,,,,SO,,MET,,,,,,
,,,,,,,LUV,,MCHP,,,,,,
,,,,,,,SWK,,MSFT,,,,,,
,,,,,,,SBUX,,MAA,,,,,,
,,,,,,,STE,,MHK,,,,,,
,,,,,,,SYK,,TAP,,,,,,
,,,,,,,SIVB,,MDLZ,,,,,,
,,,,,,,SYF,,MPWR,,,,,,
,,,,,,,SYY,,MNST,,,,,,
,,,,,,,TMUS,,MCO,,,,,,
,,,,,,,TROW,,MS,,,,,,
,,,,,,,TPR,,MSI,,,,,,
,,,,,,,TGT,,MSCI,,,,,,
,,,,,,,TXN,,NDAQ,,,,,,
,,,,,,,TXT,,NTAP,,,,,,
,,,,,,,TMO,,NFLX,,,,,,
,,,,,,,TJX,,NWL,,,,,,
,,,,,,,TRMB,,NEM,,,,,,
,,,,,,,TFC,,NWS,,,,,,
,,,,,,,TWTR,,NEE,,,,,,
,,,,,,,TYL,,NLSN,,,,,,
,,,,,,,USB,,NKE,,,,,,
,,,,,,,UAA,,NSC,,,,,,
,,,,,,,UNP,,NTRS,,,,,,
,,,,,,,UAL,,NOC,,,,,,
,,,,,,,UNH,,NLOK,,,,,,
,,,,,,,UHS,,NCLH,,,,,,
,,,,,,,UNM,,NOV,,,,,,
,,,,,,,VRSN,,NRG,,,,,,
,,,,,,,VRTX,,NUE,,,,,,
,,,,,,,VFC,,NVDA,,,,,,
,,,,,,,VIAC,,NVR,,,,,,
,,,,,,,VNO,,ORLY,,,,,,
,,,,,,,VMC,,OXY,,,,,,
,,,,,,,DIS,,ODFL,,,,,,
,,,,,,,WM,,OMC,,,,,,
,,,,,,,WAT,,ORCL,,,,,,
,,,,,,,WEC,,PCAR,,,,,,
,,,,,,,WELL,,PH,,,,,,
,,,,,,,WDC,,PAYX,,,,,,
,,,,,,,WU,,PAYC,,,,,,
,,,,,,,WRK,,PYPL,,,,,,
,,,,,,,WY,,PENN,,,,,,
,,,,,,,WHR,,PNR,,,,,,
,,,,,,,WMB,,PBCT,,,,,,
,,,,,,,WLTW,,PEP,,,,,,
,,,,,,,XEL,,PKI,,,,,,
,,,,,,,YUM,,PRGO,,,,,,
,,,,,,,ZBRA,,PFE,,,,,,
,,,,,,,ZTS,,PM,,,,,,
,,,,,,,,,PNW,,,,,,
,,,,,,,,,PXD,,,,,,
,,,,,,,,,PNC,,,,,,
,,,,,,,,,POOL,,,,,,
,,,,,,,,,PPG,,,,,,
,,,,,,,,,PPL,,,,,,
,,,,,,,,,PFG,,,,,,
,,,,,,,,,PG,,,,,,
,,,,,,,,,PEG,,,,,,
,,,,,,,,,PSA,,,,,,
,,,,,,,,,PHM,,,,,,
,,,,,,,,,PVH,,,,,,
,,,,,,,,,QRVO,,,,,,
,,,,,,,,,PWR,,,,,,
,,,,,,,,,QCOM,,,,,,
,,,,,,,,,DGX,,,,,,
,,,,,,,,,RJF,,,,,,
,,,,,,,,,RTX,,,,,,
,,,,,,,,,O,,,,,,
,,,,,,,,,REG,,,,,,
,,,,,,,,,REGN,,,,,,
,,,,,,,,,RSG,,,,,,
,,,,,,,,,RMD,,,,,,
,,,,,,,,,RHI,,,,,,
,,,,,,,,,ROK,,,,,,
,,,,,,,,,ROL,,,,,,
,,,,,,,,,ROP,,,,,,
,,,,,,,,,ROST,,,,,,
,,,,,,,,,SBAC,,,,,,
,,,,,,,,,SLB,,,,,,
,,,,,,,,,SHW,,,,,,
,,,,,,,,,SPG,,,,,,
,,,,,,,,,SWKS,,,,,,
,,,,,,,,,SO,,,,,,
,,,,,,,,,LUV,,,,,,
,,,,,,,,,SWK,,,,,,
,,,,,,,,,SBUX,,,,,,
,,,,,,,,,STT,,,,,,
,,,,,,,,,STE,,,,,,
,,,,,,,,,SYK,,,,,,
,,,,,,,,,SIVB,,,,,,
,,,,,,,,,SYF,,,,,,
,,,,,,,,,SYY,,,,,,
,,,,,,,,,TMUS,,,,,,
,,,,,,,,,TROW,,,,,,
,,,,,,,,,TTWO,,,,,,
,,,,,,,,,TPR,,,,,,
,,,,,,,,,TGT,,,,,,
,,,,,,,,,TEL,,,,,,
,,,,,,,,,TER,,,,,,
,,,,,,,,,TXN,,,,,,
,,,,,,,,,TXT,,,,,,
,,,,,,,,,TMO,,,,,,
,,,,,,,,,TJX,,,,,,
,,,,,,,,,TDG,,,,,,
,,,,,,,,,TRMB,,,,,,
,,,,,,,,,TFC,,,,,,
,,,,,,,,,TWTR,,,,,,
,,,,,,,,,TYL,,,,,,
,,,,,,,,,UDR,,,,,,
,,,,,,,,,USB,,,,,,
,,,,,,,,,UAA,,,,,,
,,,,,,,,,UNP,,,,,,
,,,,,,,,,UAL,,,,,,
,,,,,,,,,UNH,,,,,,
,,,,,,,,,UHS,,,,,,
,,,,,,,,,UNM,,,,,,
,,,,,,,,,VRSN,,,,,,
,,,,,,,,,VRTX,,,,,,
,,,,,,,,,VFC,,,,,,
,,,,,,,,,VIAC,,,,,,
,,,,,,,,,VNO,,,,,,
,,,,,,,,,VMC,,,,,,
,,,,,,,,,WRB,,,,,,
,,,,,,,,,WAB,,,,,,
,,,,,,,,,DIS,,,,,,
,,,,,,,,,WM,,,,,,
,,,,,,,,,WAT,,,,,,
,,,,,,,,,WEC,,,,,,
,,,,,,,,,WELL,,,,,,
,,,,,,,,,WDC,,,,,,
,,,,,,,,,WU,,,,,,
,,,,,,,,,WRK,,,,,,
,,,,,,,,,WY,,,,,,
,,,,,,,,,WHR,,,,,,
,,,,,,,,,WMB,,,,,,
,,,,,,,,,WLTW,,,,,,
,,,,,,,,,WYNN,,,,,,
,,,,,,,,,XEL,,,,,,
,,,,,,,,,XLNX,,,,,,
,,,,,,,,,XYL,,,,,,
,,,,,,,,,YUM,,,,,,
,,,,,,,,,ZBRA,,,,,,
,,,,,,,,,ZTS,,,,,,
