11_tickers,120_tickers,14_tickers,160_tickers,18_tickers,213_tickers,23_tickers,284_tickers,30_tickers,378_tickers,39_tickers,51_tickers,68_tickers,7_tickers,9_tickers,90_tickers
,IRM,,FFIV,,DVN,,CMCSA,,COF,,,TRMB,,,PH
,JNPR,,FAST,,DXCM,,CMA,,KMX,,,TYL,,,PENN
,KR,,FDX,,DFS,,COP,,CCL,,,TSN,,,PNR
,LB,,FRC,,DISH,,ED,,CARR,,,UAL,,,PBCT
,LH,,FLT,,DLTR,,STZ,,CTLT,,,UPS,,,PEP
,LEN,,F,,D,,GLW,,CAT,,,URI,,,PXD
,LNC,,FTV,,DPZ,,CVS,,CBOE,,,WMB,,,PSA
,LMT,,FBHS,,DOV,,DRI,,CBRE,,,,,,PVH
,L,,FOXA,,DOW,,DVA,,CDW,,,,,,QRVO
,LYB,,FCX,,DTE,,DVN,,CE,,,,,,RL
,MMC,,IT,,DUK,,DXCM,,CNC,,,,,,RHI
,MA,,GD,,DD,,DFS,,CNP,,,,,,ROST
,MTD,,GE,,DXC,,DISCA,,CERN,,,,,,SHW
,MAA,,GIS,,EMN,,DISH,,CF,,,,,,SBUX
,TAP,,GILD,,ETN,,DLTR,,CHTR,,,,,,TEL
,MNST,,GL,,EBAY,,D,,CVX,,,,,,TDY
,MOS,,GS,,ECL,,DPZ,,CMG,,,,,,TRMB
,MSCI,,HES,,EA,,DOV,,CB,,,,,,TFC
,NOC,,HPE,,EL,,DOW,,CINF,,,,,,TYL
,NRG,,HOLX,,ETSY,,DTE,,C,,,,,,TSN
,NVDA,,HST,,EVRG,,DUK,,CLX,,,,,,UAL
,OTIS,,INCY,,RE,,DD,,CME,,,,,,UPS
,PH,,IR,,EXR,,DXC,,CMS,,,,,,URI
,PAYC,,IBM,,FFIV,,EMN,,CL,,,,,,WRB
,PENN,,ISRG,,FAST,,ETN,,CMCSA,,,,,,WFC
,PNR,,IRM,,FDX,,EBAY,,CMA,,,,,,WU
,PBCT,,JNPR,,FRC,,ECL,,COP,,,,,,WMB
,PEP,,KSU,,FLT,,EW,,ED,,,,,,XEL
,PXD,,KHC,,FLIR,,EA,,STZ,,,,,,ZION
,PEG,,KR,,FMC,,EMR,,COO,,,,,,
,PSA,,LB,,F,,ETR,,GLW,,,,,,
,PVH,,LHX,,FTV,,EOG,,CMI,,,,,,
,QRVO,,LH,,FBHS,,EFX,,CVS,,,,,,
,RL,,LEN,,FOXA,,EL,,DRI,,,,,,
,RHI,,LNC,,BEN,,ETSY,,DVA,,,,,,
,ROST,,LMT,,FCX,,EVRG,,DVN,,,,,,
,SHW,,L,,GRMN,,RE,,DXCM,,,,,,
,SPG,,LYB,,IT,,EXR,,DFS,,,,,,
,LUV,,MRO,,GD,,FFIV,,DISCA,,,,,,
,SWK,,MKTX,,GE,,FAST,,DISCK,,,,,,
,SBUX,,MMC,,GIS,,FRT,,DISH,,,,,,
,TEL,,MA,,GILD,,FDX,,DLTR,,,,,,
,TDY,,MTD,,GL,,FIS,,D,,,,,,
,TRMB,,MAA,,GS,,FRC,,DPZ,,,,,,
,TFC,,TAP,,HSY,,FLT,,DOV,,,,,,
,TYL,,MNST,,HES,,FLIR,,DOW,,,,,,
,TSN,,MOS,,HPE,,FMC,,DTE,,,,,,
,UNP,,MSCI,,HFC,,F,,DUK,,,,,,
,UAL,,NOC,,HOLX,,FTV,,DD,,,,,,
,UPS,,NLOK,,HD,,FBHS,,DXC,,,,,,
,URI,,NRG,,HST,,FOXA,,EMN,,,,,,
,V,,NVDA,,IEX,,BEN,,ETN,,,,,,
,WRB,,OTIS,,INCY,,FCX,,EBAY,,,,,,
,WMT,,PH,,IR,,GRMN,,ECL,,,,,,
,WFC,,PAYC,,ICE,,IT,,EIX,,,,,,
,WU,,PENN,,IBM,,GD,,EW,,,,,,
,WMB,,PNR,,ISRG,,GE,,EA,,,,,,
,XEL,,PBCT,,IPGP,,GIS,,EMR,,,,,,
,ZION,,PEP,,IRM,,GPC,,ETR,,,,,,
,,,PKI,,JNPR,,GILD,,EOG,,,,,,
,,,PXD,,KSU,,GL,,EFX,,,,,,
,,,PEG,,KHC,,GPN,,ESS,,,,,,
,,,PSA,,KR,,GS,,EL,,,,,,
,,,PVH,,LB,,HSY,,ETSY,,,,,,
,,,QRVO,,LHX,,HES,,EVRG,,,,,,
,,,RL,,LH,,HPE,,ES,,,,,,
,,,RTX,,LEN,,HFC,,RE,,,,,,
,,,REG,,LNC,,HOLX,,EXC,,,,,,
,,,RHI,,LMT,,HD,,EXPE,,,,,,
,,,ROST,,L,,HST,,EXR,,,,,,
,,,SHW,,LYB,,HWM,,FFIV,,,,,,
,,,SPG,,MRO,,HPQ,,FAST,,,,,,
,,,LUV,,MKTX,,HUM,,FRT,,,,,,
,,,SWK,,MMC,,HBAN,,FDX,,,,,,
,,,SBUX,,MAS,,HII,,FIS,,,,,,
,,,TEL,,MA,,IEX,,FITB,,,,,,
,,,TDY,,MKC,,IDXX,,FE,,,,,,
,,,TRMB,,MCD,,INFO,,FRC,,,,,,
,,,TFC,,MTD,,ILMN,,FLT,,,,,,
,,,TYL,,MAA,,INCY,,FLIR,,,,,,
,,,TSN,,TAP,,IR,,FMC,,,,,,
,,,ULTA,,MDLZ,,INTC,,F,,,,,,
,,,UAA,,MNST,,ICE,,FTV,,,,,,
,,,UNP,,MOS,,IBM,,FBHS,,,,,,
,,,UAL,,MSCI,,IFF,,FOXA,,,,,,
,,,UPS,,NI,,INTU,,BEN,,,,,,
,,,URI,,NTRS,,ISRG,,FCX,,,,,,
,,,VTR,,NOC,,IPGP,,GPS,,,,,,
,,,VIAC,,NLOK,,IQV,,GRMN,,,,,,
,,,VTRS,,NRG,,IRM,,IT,,,,,,
,,,V,,NVDA,,JKHY,,GD,,,,,,
,,,WRB,,OTIS,,J,,GE,,,,,,
,,,WMT,,PH,,JCI,,GIS,,,,,,
,,,WFC,,PAYC,,JPM,,GM,,,,,,
,,,WU,,PENN,,JNPR,,GPC,,,,,,
,,,WMB,,PNR,,KSU,,GILD,,,,,,
,,,XEL,,PBCT,,KMB,,GL,,,,,,
,,,ZBH,,PEP,,KLAC,,GPN,,,,,,
,,,ZION,,PKI,,KHC,,GS,,,,,,
,,,,,PNW,,KR,,HAL,,,,,,
,,,,,PXD,,LB,,HAS,,,,,,
,,,,,PPG,,LHX,,HCA,,,,,,
,,,,,PTC,,LH,,PEAK,,,,,,
,,,,,PEG,,LW,,HSY,,,,,,
,,,,,PSA,,LDOS,,HES,,,,,,
,,,,,PVH,,LEN,,HPE,,,,,,
,,,,,QRVO,,LNC,,HLT,,,,,,
,,,,,PWR,,LMT,,HFC,,,,,,
,,,,,RL,,L,,HOLX,,,,,,
,,,,,RTX,,LYB,,HD,,,,,,
,,,,,REG,,MRO,,HST,,,,,,
,,,,,RHI,,MPC,,HWM,,,,,,
,,,,,ROST,,MKTX,,HPQ,,,,,,
,,,,,STX,,MMC,,HUM,,,,,,
,,,,,SHW,,MLM,,HBAN,,,,,,
,,,,,SPG,,MAS,,HII,,,,,,
,,,,,LUV,,MA,,IEX,,,,,,
,,,,,SWK,,MKC,,IDXX,,,,,,
,,,,,SBUX,,MXIM,,INFO,,,,,,
,,,,,STT,,MCD,,ITW,,,,,,
,,,,,TEL,,MCK,,ILMN,,,,,,
,,,,,TDY,,MDT,,INCY,,,,,,
,,,,,TSLA,,MET,,IR,,,,,,
,,,,,TRV,,MTD,,INTC,,,,,,
,,,,,TRMB,,MGM,,ICE,,,,,,
,,,,,TFC,,MAA,,IBM,,,,,,
,,,,,TWTR,,TAP,,IP,,,,,,
,,,,,TYL,,MDLZ,,IPG,,,,,,
,,,,,TSN,,MNST,,IFF,,,,,,
,,,,,UDR,,MOS,,INTU,,,,,,
,,,,,ULTA,,MSCI,,ISRG,,,,,,
,,,,,UAA,,NI,,IPGP,,,,,,
,,,,,UNP,,NTRS,,IQV,,,,,,
,,,,,UAL,,NOC,,IRM,,,,,,
,,,,,UPS,,NLOK,,JKHY,,,,,,
,,,,,URI,,NRG,,J,,,,,,
,,,,,VTR,,NVDA,,JCI,,,,,,
,,,,,VIAC,,ORLY,,JPM,,,,,,
,,,,,VTRS,,OKE,,JNPR,,,,,,
,,,,,V,,OTIS,,KSU,,,,,,
,,,,,VNO,,PH,,K,,,,,,
,,,,,WRB,,PAYC,,KEY,,,,,,
,,,,,WMT,,PYPL,,KEYS,,,,,,
,,,,,WFC,,PENN,,KMB,,,,,,
,,,,,WELL,,PNR,,KMI,,,,,,
,,,,,WU,,PBCT,,KLAC,,,,,,
,,,,,WY,,PEP,,KHC,,,,,,
,,,,,WMB,,PKI,,KR,,,,,,
,,,,,XEL,,PNW,,LB,,,,,,
,,,,,ZBRA,,PXD,,LHX,,,,,,
,,,,,ZBH,,POOL,,LH,,,,,,
,,,,,ZION,,PPG,,LW,,,,,,
,,,,,,,PFG,,LEG,,,,,,
,,,,,,,PTC,,LDOS,,,,,,
,,,,,,,PEG,,LEN,,,,,,
,,,,,,,PSA,,LNC,,,,,,
,,,,,,,PVH,,LIN,,,,,,
,,,,,,,QRVO,,LKQ,,,,,,
,,,,,,,PWR,,LMT,,,,,,
,,,,,,,RL,,L,,,,,,
,,,,,,,RTX,,LUMN,,,,,,
,,,,,,,REG,,LYB,,,,,,
,,,,,,,RSG,,MRO,,,,,,
,,,,,,,RHI,,MPC,,,,,,
,,,,,,,ROL,,MKTX,,,,,,
,,,,,,,ROP,,MMC,,,,,,
,,,,,,,ROST,,MLM,,,,,,
,,,,,,,SLB,,MAS,,,,,,
,,,,,,,STX,,MA,,,,,,
,,,,,,,SHW,,MKC,,,,,,
,,,,,,,SPG,,MXIM,,,,,,
,,,,,,,SNA,,MCD,,,,,,
,,,,,,,SO,,MCK,,,,,,
,,,,,,,LUV,,MDT,,,,,,
,,,,,,,SWK,,MRK,,,,,,
,,,,,,,SBUX,,MET,,,,,,
,,,,,,,STT,,MTD,,,,,,
,,,,,,,STE,,MGM,,,,,,
,,,,,,,SYK,,MU,,,,,,
,,,,,,,SIVB,,MSFT,,,,,,
,,,,,,,TEL,,MAA,,,,,,
,,,,,,,TDY,,MHK,,,,,,
,,,,,,,TFX,,TAP,,,,,,
,,,,,,,TSLA,,MDLZ,,,,,,
,,,,,,,TXN,,MPWR,,,,,,
,,,,,,,TRV,,MNST,,,,,,
,,,,,,,TRMB,,MOS,,,,,,
,,,,,,,TFC,,MSI,,,,,,
,,,,,,,TWTR,,MSCI,,,,,,
,,,,,,,TYL,,NWL,,,,,,
,,,,,,,TSN,,NLSN,,,,,,
,,,,,,,UDR,,NI,,,,,,
,,,,,,,ULTA,,NTRS,,,,,,
,,,,,,,USB,,NOC,,,,,,
,,,,,,,UAA,,NLOK,,,,,,
,,,,,,,UNP,,NOV,,,,,,
,,,,,,,UAL,,NRG,,,,,,
,,,,,,,UPS,,NVDA,,,,,,
,,,,,,,URI,,ORLY,,,,,,
,,,,,,,UNM,,OXY,,,,,,
,,,,,,,VLO,,OMC,,,,,,
,,,,,,,VTR,,OKE,,,,,,
,,,,,,,VRTX,,ORCL,,,,,,
,,,,,,,VIAC,,OTIS,,,,,,
,,,,,,,VTRS,,PKG,,,,,,
,,,,,,,V,,PH,,,,,,
,,,,,,,VNO,,PAYX,,,,,,
,,,,,,,WRB,,PAYC,,,,,,
,,,,,,,WMT,,PYPL,,,,,,
,,,,,,,DIS,,PENN,,,,,,
,,,,,,,WM,,PNR,,,,,,
,,,,,,,WAT,,PBCT,,,,,,
,,,,,,,WFC,,PEP,,,,,,
,,,,,,,WELL,,PKI,,,,,,
,,,,,,,WU,,PM,,,,,,
,,,,,,,WY,,PSX,,,,,,
,,,,,,,WMB,,PNW,,,,,,
,,,,,,,XEL,,PXD,,,,,,
,,,,,,,XYL,,POOL,,,,,,
,,,,,,,YUM,,PPG,,,,,,
,,,,,,,ZBRA,,PFG,,,,,,
,,,,,,,ZBH,,PGR,,,,,,
,,,,,,,ZION,,PTC,,,,,,
,,,,,,,,,PEG,,,,,,
,,,,,,,,,PSA,,,,,,
,,,,,,,,,PVH,,,,,,
,,,,,,,,,QRVO,,,,,,
,,,,,,,,,PWR,,,,,,
,,,,,,,,,RL,,,,,,
,,,,,,,,,RJF,,,,,,
,,,,,,,,,RTX,,,,,,
,,,,,,,,,O,,,,,,
,,,,,,,,,REG,,,,,,
,,,,,,,,,REGN,,,,,,
,,,,,,,,,RF,,,,,,
,,,,,,,,,RSG,,,,,,
,,,,,,,,,RMD,,,,,,
,,,,,,,,,RHI,,,,,,
,,,,,,,,,ROK,,,,,,
,,,,,,,,,ROL,,,,,,
,,,,,,,,,ROP,,,,,,
,,,,,,,,,ROST,,,,,,
,,,,,,,,,RCL,,,,,,
,,,,,,,,,SPGI,,,,,,
,,,,,,,,,CRM,,,,,,
,,,,,,,,,SBAC,,,,,,
,,,,,,,,,SLB,,,,,,
,,,,,,,,,STX,,,,,,
,,,,,,,,,SEE,,,,,,
,,,,,,,,,SRE,,,,,,
,,,,,,,,,SHW,,,,,,
,,,,,,,,,SPG,,,,,,
,,,,,,,,,SNA,,,,,,
,,,,,,,,,SO,,,,,,
,,,,,,,,,LUV,,,,,,
,,,,,,,,,SWK,,,,,,
,,,,,,,,,SBUX,,,,,,
,,,,,,,,,STT,,,,,,
,,,,,,,,,STE,,,,,,
,,,,,,,,,SYK,,,,,,
,,,,,,,,,SIVB,,,,,,
,,,,,,,,,SNPS,,,,,,
,,,,,,,,,SYY,,,,,,
,,,,,,,,,TPR,,,,,,
,,,,,,,,,TEL,,,,,,
,,,,,,,,,TDY,,,,,,
,,,,,,,,,TFX,,,,,,
,,,,,,,,,TSLA,,,,,,
,,,,,,,,,TXN,,,,,,
,,,,,,,,,TJX,,,,,,
,,,,,,,,,TRV,,,,,,
,,,,,,,,,TRMB,,,,,,
,,,,,,,,,TFC,,,,,,
,,,,,,,,,TWTR,,,,,,
,,,,,,,,,TYL,,,,,,
,,,,,,,,,TSN,,,,,,
,,,,,,,,,UDR,,,,,,
,,,,,,,,,ULTA,,,,,,
,,,,,,,,,USB,,,,,,
,,,,,,,,,UAA,,,,,,
,,,,,,,,,UNP,,,,,,
,,,,,,,,,UAL,,,,,,
,,,,,,,,,UNH,,,,,,
,,,,,,,,,UPS,,,,,,
,,,,,,,,,URI,,,,,,
,,,,,,,,,UNM,,,,,,
,,,,,,,,,VLO,,,,,,
,,,,,,,,,VTR,,,,,,
,,,,,,,,,VRSN,,,,,,
,,,,,,,,,VZ,,,,,,
,,,,,,,,,VRTX,,,,,,
,,,,,,,,,VFC,,,,,,
,,,,,,,,,VIAC,,,,,,
,,,,,,,,,VTRS,,,,,,
,,,,,,,,,V,,,,,,
,,,,,,,,,VNO,,,,,,
,,,,,,,,,VMC,,,,,,
,,,,,,,,,WRB,,,,,,
,,,,,,,,,WMT,,,,,,
,,,,,,,,,DIS,,,,,,
,,,,,,,,,WM,,,,,,
,,,,,,,,,WAT,,,,,,
,,,,,,,,,WFC,,,,,,
,,,,,,,,,WELL,,,,,,
,,,,,,,,,WU,,,,,,
,,,,,,,,,WRK,,,,,,
,,,,,,,,,WY,,,,,,
,,,,,,,,,WMB,,,,,,
,,,,,,,,,WLTW,,,,,,
,,,,,,,,,WYNN,,,,,,
,,,,,,,,,XEL,,,,,,
,,,,,,,,,XYL,,,,,,
,,,,,,,,,YUM,,,,,,
,,,,,,,,,ZBRA,,,,,,
,,,,,,,,,ZBH,,,,,,
,,,,,,,,,ZION,,,,,,
,,,,,,,,,ZTS,,,,,,
