11_tickers,120_tickers,14_tickers,160_tickers,18_tickers,213_tickers,23_tickers,284_tickers,30_tickers,378_tickers,39_tickers,51_tickers,68_tickers,7_tickers,9_tickers,90_tickers
,RSG,,LMT,,GM,,EBAY,,COP,,,,,,
,RMD,,L,,GPN,,ECL,,ED,,,,,,
,ROL,,MSFT,,HAL,,EA,,COO,,,,,,
,SPGI,,MAA,,HCA,,ENPH,,CPRT,,,,,,
,CRM,,TAP,,PEAK,,EOG,,GLW,,,,,,
,SPG,,MNST,,HD,,EFX,,DHR,,,,,,
,SIVB,,MOS,,HBAN,,EQIX,,DRI,,,,,,
,SNPS,,NWSA,,INFO,,ESS,,DVA,,,,,,
,TTWO,,NWS,,INCY,,ES,,XRAY,,,,,,
,TEL,,NEE,,INTC,,RE,,DVN,,,,,,
,TFX,,NI,,ICE,,EXC,,DXCM,,,,,,
,TSLA,,NSC,,IPG,,EXPE,,DFS,,,,,,
,UDR,,NXPI,,IFF,,EXPD,,DISCK,,,,,,
,ULTA,,OKE,,INTU,,FFIV,,DG,,,,,,
,UAL,,OTIS,,ISRG,,FAST,,D,,,,,,
,UNH,,PAYC,,IPGP,,FRT,,DPZ,,,,,,
,UNM,,PYPL,,IQV,,FRC,,DOV,,,,,,
,VLO,,PBCT,,SJM,,FISV,,DOW,,,,,,
,VTR,,PEP,,JCI,,FMC,,DTE,,,,,,
,VNO,,PKI,,JPM,,FTV,,DXC,,,,,,
,WBA,,PRGO,,JNPR,,FBHS,,EMN,,,,,,
,DIS,,PXD,,KEYS,,FOXA,,EBAY,,,,,,
,WAT,,PPG,,KMI,,FOX,,ECL,,,,,,
,WST,,PG,,LRCX,,BEN,,EIX,,,,,,
,WY,,PRU,,LVS,,FCX,,EA,,,,,,
,WMB,,PSA,,LNC,,IT,,EMR,,,,,,
,XYL,,PHM,,LIN,,GNRC,,ENPH,,,,,,
,YUM,,PWR,,LKQ,,GIS,,EOG,,,,,,
,,,RJF,,LMT,,GM,,EFX,,,,,,
,,,REG,,L,,GPN,,EQIX,,,,,,
,,,REGN,,MTB,,GS,,ESS,,,,,,
,,,RF,,MCHP,,HAL,,ETSY,,,,,,
,,,RSG,,MU,,HCA,,EVRG,,,,,,
,,,RMD,,MSFT,,PEAK,,ES,,,,,,
,,,ROL,,MAA,,HFC,,RE,,,,,,
,,,ROP,,TAP,,HOLX,,EXC,,,,,,
,,,SPGI,,MNST,,HD,,EXPE,,,,,,
,,,CRM,,MS,,HRL,,EXPD,,,,,,
,,,SPG,,MOS,,HBAN,,FFIV,,,,,,
,,,SIVB,,NWSA,,INFO,,FB,,,,,,
,,,SNPS,,NWS,,ILMN,,FAST,,,,,,
,,,SYY,,NEE,,INCY,,FRT,,,,,,
,,,TROW,,NI,,INTC,,FDX,,,,,,
,,,TTWO,,NSC,,ICE,,FIS,,,,,,
,,,TGT,,NTRS,,IPG,,FE,,,,,,
,,,TEL,,NOV,,IFF,,FRC,,,,,,
,,,TDY,,NXPI,,INTU,,FISV,,,,,,
,,,TFX,,OXY,,ISRG,,FLT,,,,,,
,,,TSLA,,ODFL,,IPGP,,FLIR,,,,,,
,,,TSCO,,OKE,,IQV,,FMC,,,,,,
,,,TRV,,OTIS,,SJM,,F,,,,,,
,,,TSN,,PAYC,,JCI,,FTNT,,,,,,
,,,UDR,,PYPL,,JPM,,FTV,,,,,,
,,,ULTA,,PENN,,JNPR,,FBHS,,,,,,
,,,UAL,,PBCT,,K,,FOXA,,,,,,
,,,UNH,,PEP,,KEY,,FOX,,,,,,
,,,UNM,,PKI,,KEYS,,BEN,,,,,,
,,,VLO,,PRGO,,KIM,,FCX,,,,,,
,,,VTR,,PSX,,KMI,,GPS,,,,,,
,,,VNO,,PXD,,KLAC,,GRMN,,,,,,
,,,WBA,,PNC,,KHC,,IT,,,,,,
,,,DIS,,PPG,,LRCX,,GNRC,,,,,,
,,,WAT,,PG,,LW,,GIS,,,,,,
,,,WST,,PGR,,LVS,,GM,,,,,,
,,,WY,,PRU,,LNC,,GPN,,,,,,
,,,WMB,,PSA,,LIN,,GS,,,,,,
,,,XYL,,PHM,,LKQ,,HAL,,,,,,
,,,YUM,,PWR,,LMT,,HBI,,,,,,
,,,,,RJF,,L,,HAS,,,,,,
,,,,,O,,MTB,,HCA,,,,,,
,,,,,REG,,MCK,,PEAK,,,,,,
,,,,,REGN,,MDT,,HSY,,,,,,
,,,,,RF,,MET,,HLT,,,,,,
,,,,,RSG,,MTD,,HFC,,,,,,
,,,,,RMD,,MGM,,HOLX,,,,,,
,,,,,ROL,,MCHP,,HD,,,,,,
,,,,,ROP,,MU,,HON,,,,,,
,,,,,SPGI,,MSFT,,HRL,,,,,,
,,,,,CRM,,MAA,,HST,,,,,,
,,,,,SHW,,TAP,,HBAN,,,,,,
,,,,,SPG,,MPWR,,INFO,,,,,,
,,,,,SIVB,,MNST,,ITW,,,,,,
,,,,,SNPS,,MCO,,ILMN,,,,,,
,,,,,SYY,,MS,,INCY,,,,,,
,,,,,TMUS,,MOS,,IR,,,,,,
,,,,,TROW,,MSI,,INTC,,,,,,
,,,,,TTWO,,NDAQ,,ICE,,,,,,
,,,,,TGT,,NWL,,IP,,,,,,
,,,,,TEL,,NWSA,,IPG,,,,,,
,,,,,TDY,,NWS,,IFF,,,,,,
,,,,,TFX,,NEE,,INTU,,,,,,
,,,,,TSLA,,NI,,ISRG,,,,,,
,,,,,TSCO,,NSC,,IPGP,,,,,,
,,,,,TT,,NTRS,,IQV,,,,,,
,,,,,TDG,,NOV,,SJM,,,,,,
,,,,,TRV,,NXPI,,JCI,,,,,,
,,,,,TFC,,OXY,,JPM,,,,,,
,,,,,TWTR,,ODFL,,JNPR,,,,,,
,,,,,TYL,,OMC,,K,,,,,,
,,,,,TSN,,OKE,,KEY,,,,,,
,,,,,UDR,,OTIS,,KEYS,,,,,,
,,,,,ULTA,,PCAR,,KIM,,,,,,
,,,,,USB,,PKG,,KMI,,,,,,
,,,,,UAL,,PAYC,,KLAC,,,,,,
,,,,,UNH,,PYPL,,KHC,,,,,,
,,,,,UNM,,PENN,,LB,,,,,,
,,,,,VLO,,PBCT,,LHX,,,,,,
,,,,,VTR,,PEP,,LH,,,,,,
,,,,,VRTX,,PKI,,LRCX,,,,,,
,,,,,VNO,,PRGO,,LW,,,,,,
,,,,,WBA,,PSX,,LVS,,,,,,
,,,,,DIS,,PNW,,LEG,,,,,,
,,,,,WAT,,PXD,,LNC,,,,,,
,,,,,WFC,,PNC,,LIN,,,,,,
,,,,,WST,,PPG,,LYV,,,,,,
,,,,,WY,,PG,,LKQ,,,,,,
,,,,,WMB,,PGR,,LMT,,,,,,
,,,,,WYNN,,PRU,,L,,,,,,
,,,,,XYL,,PSA,,LOW,,,,,,
,,,,,YUM,,PHM,,LUMN,,,,,,
,,,,,ZTS,,PVH,,MTB,,,,,,
,,,,,,,PWR,,MRO,,,,,,
,,,,,,,QCOM,,MMC,,,,,,
,,,,,,,RJF,,MLM,,,,,,
,,,,,,,O,,MA,,,,,,
,,,,,,,REG,,MKC,,,,,,
,,,,,,,REGN,,MXIM,,,,,,
,,,,,,,RF,,MCD,,,,,,
,,,,,,,RSG,,MCK,,,,,,
,,,,,,,RMD,,MDT,,,,,,
,,,,,,,RHI,,MET,,,,,,
,,,,,,,ROL,,MTD,,,,,,
,,,,,,,ROP,,MGM,,,,,,
,,,,,,,SPGI,,MCHP,,,,,,
,,,,,,,CRM,,MU,,,,,,
,,,,,,,SLB,,MSFT,,,,,,
,,,,,,,SHW,,MAA,,,,,,
,,,,,,,SPG,,MHK,,,,,,
,,,,,,,SWKS,,TAP,,,,,,
,,,,,,,SNA,,MPWR,,,,,,
,,,,,,,SO,,MNST,,,,,,
,,,,,,,LUV,,MCO,,,,,,
,,,,,,,SBUX,,MS,,,,,,
,,,,,,,STT,,MOS,,,,,,
,,,,,,,SYK,,MSI,,,,,,
,,,,,,,SIVB,,MSCI,,,,,,
,,,,,,,SNPS,,NDAQ,,,,,,
,,,,,,,SYY,,NTAP,,,,,,
,,,,,,,TMUS,,NWL,,,,,,
,,,,,,,TROW,,NWSA,,,,,,
,,,,,,,TTWO,,NWS,,,,,,
,,,,,,,TGT,,NEE,,,,,,
,,,,,,,TEL,,NLSN,,,,,,
,,,,,,,TDY,,NKE,,,,,,
,,,,,,,TFX,,NI,,,,,,
,,,,,,,TSLA,,NSC,,,,,,
,,,,,,,TXT,,NTRS,,,,,,
,,,,,,,TMO,,NOC,,,,,,
,,,,,,,TSCO,,NLOK,,,,,,
,,,,,,,TT,,NOV,,,,,,
,,,,,,,TDG,,NVR,,,,,,
,,,,,,,TRV,,NXPI,,,,,,
,,,,,,,TFC,,OXY,,,,,,
,,,,,,,TWTR,,ODFL,,,,,,
,,,,,,,TYL,,OMC,,,,,,
,,,,,,,TSN,,OKE,,,,,,
,,,,,,,UDR,,OTIS,,,,,,
,,,,,,,ULTA,,PCAR,,,,,,
,,,,,,,USB,,PKG,,,,,,
,,,,,,,UNP,,PAYC,,,,,,
,,,,,,,UAL,,PYPL,,,,,,
,,,,,,,UNH,,PENN,,,,,,
,,,,,,,URI,,PBCT,,,,,,
,,,,,,,UNM,,PEP,,,,,,
,,,,,,,VLO,,PKI,,,,,,
,,,,,,,VTR,,PRGO,,,,,,
,,,,,,,VRTX,,PFE,,,,,,
,,,,,,,VTRS,,PM,,,,,,
,,,,,,,VNO,,PSX,,,,,,
,,,,,,,WBA,,PNW,,,,,,
,,,,,,,DIS,,PXD,,,,,,
,,,,,,,WAT,,PNC,,,,,,
,,,,,,,WFC,,PPG,,,,,,
,,,,,,,WST,,PPL,,,,,,
,,,,,,,WY,,PG,,,,,,
,,,,,,,WMB,,PGR,,,,,,
,,,,,,,WLTW,,PLD,,,,,,
,,,,,,,WYNN,,PRU,,,,,,
,,,,,,,XLNX,,PTC,,,,,,
,,,,,,,XYL,,PEG,,,,,,
,,,,,,,YUM,,PSA,,,,,,
,,,,,,,ZTS,,PHM,,,,,,
,,,,,,,,,PVH,,,,,,
,,,,,,,,,PWR,,,,,,
,,,,,,,,,QCOM,,,,,,
,,,,,,,,,DGX,,,,,,
,,,,,,,,,RL,,,,,,
,,,,,,,,,RJF,,,,,,
,,,,,,,,,O,,,,,,
,,,,,,,,,REG,,,,,,
,,,,,,,,,REGN,,,,,,
,,,,,,,,,RF,,,,,,
,,,,,,,,,RSG,,,,,,
,,,,,,,,,RMD,,,,,,
,,,,,,,,,RHI,,,,,,
,,,,,,,,,ROL,,,,,,
,,,,,,,,,ROP,,,,,,
,,,,,,,,,ROST,,,,,,
,,,,,,,,,RCL,,,,,,
,,,,,,,,,SPGI,,,,,,
,,,,,,,,,CRM,,,,,,
,,,,,,,,,SLB,,,,,,
,,,,,,,,,SRE,,,,,,
,,,,,,,,,SHW,,,,,,
,,,,,,,,,SPG,,,,,,
,,,,,,,,,SWKS,,,,,,
,,,,,,,,,SNA,,,,,,
,,,,,,,,,SO,,,,,,
,,,,,,,,,LUV,,,,,,
,,,,,,,,,SWK,,,,,,
,,,,,,,,,SBUX,,,,,,
,,,,,,,,,STT,,,,,,
,,,,,,,,,STE,,,,,,
,,,,,,,,,SYK,,,,,,
,,,,,,,,,SIVB,,,,,,
,,,,,,,,,SNPS,,,,,,
,,,,,,,,,SYY,,,,,,
,,,,,,,,,TMUS,,,,,,
,,,,,,,,,TROW,,,,,,
,,,,,,,,,TTWO,,,,,,
,,,,,,,,,TPR,,,,,,
,,,,,,,,,TGT,,,,,,
,,,,,,,,,TEL,,,,,,
,,,,,,,,,TDY,,,,,,
,,,,,,,,,TFX,,,,,,
,,,,,,,,,TER,,,,,,
,,,,,,,,,TSLA,,,,,,
,,,,,,,,,TXT,,,,,,
,,,,,,,,,TMO,,,,,,
,,,,,,,,,TSCO,,,,,,
,,,,,,,,,TT,,,,,,
,,,,,,,,,TDG,,,,,,
,,,,,,,,,TRV,,,,,,
,,,,,,,,,TRMB,,,,,,
,,,,,,,,,TFC,,,,,,
,,,,,,,,,TWTR,,,,,,
,,,,,,,,,TYL,,,,,,
,,,,,,,,,TSN,,,,,,
,,,,,,,,,UDR,,,,,,
,,,,,,,,,ULTA,,,,,,
,,,,,,,,,USB,,,,,,
,,,,,,,,,UAA,,,,,,
,,,,,,,,,UA,,,,,,
,,,,,,,,,UNP,,,,,,
,,,,,,,,,UAL,,,,,,
,,,,,,,,,UNH,,,,,,
,,,,,,,,,UPS,,,,,,
,,,,,,,,,URI,,,,,,
,,,,,,,,,UNM,,,,,,
,,,,,,,,,VLO,,,,,,
,,,,,,,,,VTR,,,,,,
,,,,,,,,,VRSK,,,,,,
,,,,,,,,,VRTX,,,,,,
,,,,,,,,,VTRS,,,,,,
,,,,,,,,,VNO,,,,,,
,,,,,,,,,VMC,,,,,,
,,,,,,,,,WMT,,,,,,
,,,,,,,,,WBA,,,,,,
,,,,,,,,,DIS,,,,,,
,,,,,,,,,WM,,,,,,
,,,,,,,,,WAT,,,,,,
,,,,,,,,,WFC,,,,,,
,,,,,,,,,WELL,,,,,,
,,,,,,,,,WST,,,,,,
,,,,,,,,,WDC,,,,,,
,,,,,,,,,WU,,,,,,
,,,,,,,,,WRK,,,,,,
,,,,,,,,,WY,,,,,,
,,,,,,,,,WMB,,,,,,
,,,,,,,,,WLTW,,,,,,
,,,,,,,,,WYNN,,,,,,
,,,,,,,,,XLNX,,,,,,
,,,,,,,,,XYL,,,,,,
,,,,,,,,,YUM,,,,,,
,,,,,,,,,ZBRA,,,,,,
,,,,,,,,,ZTS,,,,,,
