11_tickers,120_tickers,14_tickers,160_tickers,18_tickers,213_tickers,23_tickers,284_tickers,30_tickers,378_tickers,39_tickers,51_tickers,68_tickers,7_tickers,9_tickers,90_tickers
,COST,,CDW,,BKNG,,BAC,,AIZ,PTC,KMB,HPE,,,ETSY
,CCI,,CNC,,BXP,,BK,,T,SRE,MKC,HLT,,,ES
,CMI,,CHTR,,BSX,,BDX,,ATO,TMUS,MDLZ,HOLX,,,GPS
,CVS,,CVX,,BMY,,BBY,,ADSK,TGT,MS,HD,,,GNRC
,DE,,CI,,AVGO,,BIO,,ADP,TJX,MOS,HPQ,,,GIS
,DTE,,CSCO,,CZR,,BIIB,,AZO,UNM,MSI,INFO,,,GILD
,EA,,C,,CAH,,BA,,AVB,WST,NFLX,ISRG,,,HAS
,EMR,,CME,,KMX,,BKNG,,AVY,,PENN,IPGP,,,HPE
,ESS,,CMS,,CAT,,BXP,,BAC,,PNR,JKHY,,,HLT
,EL,,KO,,CBOE,,BSX,,BK,,PTC,KMB,,,HOLX
,ETSY,,COP,,CBRE,,BMY,,BDX,,SRE,LHX,,,HD
,ES,,COST,,CDW,,AVGO,,BBY,,TMUS,LH,,,HPQ
,FDX,,CCI,,CNC,,CHRW,,BIO,,TGT,LNC,,,INFO
,FTNT,,CSX,,CHTR,,CZR,,BIIB,,TJX,LYB,,,ITW
,GPS,,CMI,,CVX,,CAH,,BA,,UPS,MRO,,,IPG
,IT,,CVS,,CI,,KMX,,BKNG,,UNM,MPC,,,IFF
,GNRC,,DHR,,CTAS,,CAT,,BXP,,VFC,MKC,,,ISRG
,GIS,,DRI,,CSCO,,CBOE,,BSX,,V,MDLZ,,,IPGP
,GM,,DVA,,C,,CBRE,,BMY,,WST,MNST,,,IQV
,GILD,,DE,,CME,,CDW,,AVGO,,,MS,,,IRM
,HBI,,DOW,,CMS,,CNC,,BR,,,MOS,,,JKHY
,HAS,,DTE,,KO,,CNP,,CHRW,,,MSI,,,J
,HCA,,EA,,COP,,CERN,,CZR,,,NFLX,,,SJM
,HPE,,EMR,,COST,,SCHW,,CAH,,,PENN,,,JCI
,HLT,,ENPH,,CCI,,CHTR,,KMX,,,PNR,,,KMB
,HOLX,,ESS,,CSX,,CVX,,CARR,,,PTC,,,LHX
,HD,,EL,,CMI,,CI,,CTLT,,,SRE,,,LH
,HPQ,,ETSY,,CVS,,CTAS,,CAT,,,TMUS,,,LNC
,INFO,,ES,,DHR,,CSCO,,CBOE,,,TGT,,,LYB
,ITW,,FDX,,DRI,,C,,CBRE,,,TJX,,,MRO
,IPG,,FTNT,,DVA,,CME,,CDW,,,UPS,,,MPC
,IFF,,GPS,,DE,,CMS,,CNC,,,UNM,,,MKC
,ISRG,,IT,,DOW,,KO,,CNP,,,VFC,,,MSFT
,IPGP,,GNRC,,DTE,,COP,,CERN,,,V,,,MDLZ
,IQV,,GIS,,DUK,,ED,,CF,,,WST,,,MNST
,IRM,,GM,,EA,,STZ,,SCHW,,,YUM,,,MS
,JKHY,,GILD,,EMR,,COST,,CHTR,,,,,,MOS
,J,,GS,,ENPH,,CCI,,CVX,,,,,,MSI
,SJM,,HAL,,EQR,,CSX,,CMG,,,,,,MSCI
,JCI,,HBI,,ESS,,CMI,,CB,,,,,,NFLX
,JNPR,,HAS,,EL,,CVS,,CI,,,,,,NSC
,KEY,,HCA,,ETSY,,DHR,,CTAS,,,,,,PENN
,KEYS,,HPE,,ES,,DRI,,CSCO,,,,,,PNR
,KMB,,HLT,,RE,,DVA,,C,,,,,,PTC
,LHX,,HOLX,,EXC,,DE,,CFG,,,,,,SRE
,LH,,HD,,EXPE,,XRAY,,CME,,,,,,SYF
,LRCX,,HPQ,,FAST,,DOV,,CMS,,,,,,TMUS
,LNC,,INFO,,FDX,,DOW,,KO,,,,,,TGT
,LKQ,,ITW,,FIS,,DTE,,COP,,,,,,TSLA
,LYB,,IPG,,FTNT,,DUK,,ED,,,,,,TJX
,MRO,,IFF,,GPS,,DRE,,STZ,,,,,,TDG
,MPC,,ISRG,,IT,,EMN,,CTVA,,,,,,TFC
,MAS,,IPGP,,GNRC,,ETN,,COST,,,,,,UPS
,MKC,,IQV,,GD,,EA,,CCI,,,,,,UNM
,MSFT,,IRM,,GE,,EMR,,CSX,,,,,,VFC
,MDLZ,,JKHY,,GIS,,ENPH,,CMI,,,,,,V
,MNST,,J,,GM,,EOG,,CVS,,,,,,WST
,MS,,SJM,,GILD,,EQR,,DHI,,,,,,YUM
,MOS,,JNJ,,GPN,,ESS,,DHR,,,,,,
,MSI,,JCI,,GS,,EL,,DRI,,,,,,
,MSCI,,JNPR,,HAL,,ETSY,,DVA,,,,,,
,NTAP,,KEY,,HBI,,ES,,DE,,,,,,
,NFLX,,KEYS,,HIG,,RE,,XRAY,,,,,,
,NWSA,,KMB,,HAS,,EXC,,DVN,,,,,,
,NSC,,LHX,,HCA,,EXPE,,FANG,,,,,,
,PENN,,LH,,HPE,,FFIV,,DFS,,,,,,
,PNR,,LRCX,,HLT,,FB,,DISCA,,,,,,
,PTC,,LW,,HOLX,,FAST,,D,,,,,,
,SRE,,LNC,,HD,,FDX,,DPZ,,,,,,
,NOW,,LKQ,,HPQ,,FIS,,DOV,,,,,,
,SYF,,LYB,,INFO,,FE,,DOW,,,,,,
,TMUS,,MRO,,ITW,,FLT,,DTE,,,,,,
,TTWO,,MPC,,IPG,,FTNT,,DUK,,,,,,
,TGT,,MAS,,IFF,,FTV,,DRE,,,,,,
,TSLA,,MKC,,ISRG,,FOX,,DXC,,,,,,
,TJX,,MET,,IPGP,,FCX,,EMN,,,,,,
,TDG,,MTD,,IQV,,GPS,,ETN,,,,,,
,TFC,,MSFT,,IRM,,IT,,EBAY,,,,,,
,UPS,,MDLZ,,JKHY,,GNRC,,EIX,,,,,,
,UNM,,MNST,,J,,GD,,EW,,,,,,
,VFC,,MS,,SJM,,GE,,EA,,,,,,
,VTRS,,MOS,,JNJ,,GIS,,EMR,,,,,,
,V,,MSI,,JCI,,GM,,ENPH,,,,,,
,VNO,,MSCI,,JNPR,,GILD,,ETR,,,,,,
,WM,,NTAP,,KEY,,GPN,,EOG,,,,,,
,WST,,NFLX,,KEYS,,GS,,EFX,,,,,,
,YUM,,NWSA,,KMB,,HAL,,EQR,,,,,,
,ZTS,,NSC,,KIM,,HBI,,ESS,,,,,,
,,,NCLH,,LHX,,HIG,,EL,,,,,,
,,,NVR,,LH,,HAS,,ETSY,,,,,,
,,,OXY,,LRCX,,HCA,,ES,,,,,,
,,,ORCL,,LW,,PEAK,,RE,,,,,,
,,,PENN,,LNC,,HSIC,,EXC,,,,,,
,,,PNR,,LKQ,,HSY,,EXPE,,,,,,
,,,PKI,,LMT,,HPE,,EXR,,,,,,
,,,PNC,,LUMN,,HLT,,XOM,,,,,,
,,,PLD,,LYB,,HFC,,FFIV,,,,,,
,,,PRU,,MRO,,HOLX,,FB,,,,,,
,,,PTC,,MPC,,HD,,FAST,,,,,,
,,,RTX,,MAS,,HPQ,,FRT,,,,,,
,,,REGN,,MKC,,IEX,,FDX,,,,,,
,,,SRE,,MCK,,INFO,,FIS,,,,,,
,,,NOW,,MET,,ITW,,FITB,,,,,,
,,,SHW,,MTD,,INCY,,FE,,,,,,
,,,SYF,,MCHP,,INTC,,FISV,,,,,,
,,,SYY,,MSFT,,ICE,,FLT,,,,,,
,,,TMUS,,MDLZ,,IBM,,FLIR,,,,,,
,,,TTWO,,MNST,,IP,,F,,,,,,
,,,TGT,,MCO,,IPG,,FTNT,,,,,,
,,,TSLA,,MS,,IFF,,FTV,,,,,,
,,,TJX,,MOS,,ISRG,,FOX,,,,,,
,,,TDG,,MSI,,IPGP,,BEN,,,,,,
,,,TFC,,MSCI,,IQV,,FCX,,,,,,
,,,TWTR,,NTAP,,IRM,,GPS,,,,,,
,,,UAL,,NFLX,,JKHY,,GRMN,,,,,,
,,,UPS,,NWSA,,J,,IT,,,,,,
,,,URI,,NWS,,SJM,,GNRC,,,,,,
,,,UNM,,NSC,,JNJ,,GD,,,,,,
,,,VFC,,NCLH,,JCI,,GE,,,,,,
,,,VTRS,,NOV,,JNPR,,GIS,,,,,,
,,,V,,NVR,,KEY,,GM,,,,,,
,,,VNO,,OXY,,KEYS,,GILD,,,,,,
,,,DIS,,ORCL,,KMB,,GPN,,,,,,
,,,WM,,PCAR,,KIM,,GS,,,,,,
,,,WEC,,PKG,,KLAC,,GWW,,,,,,
,,,WST,,PH,,LB,,HAL,,,,,,
,,,YUM,,PAYX,,LHX,,HBI,,,,,,
,,,ZTS,,PYPL,,LH,,HIG,,,,,,
,,,,,PENN,,LRCX,,HAS,,,,,,
,,,,,PNR,,LW,,HCA,,,,,,
,,,,,PBCT,,LVS,,PEAK,,,,,,
,,,,,PKI,,LNC,,HSIC,,,,,,
,,,,,PNC,,LYV,,HSY,,,,,,
,,,,,PLD,,LKQ,,HES,,,,,,
,,,,,PRU,,LMT,,HPE,,,,,,
,,,,,PTC,,LUMN,,HLT,,,,,,
,,,,,RTX,,LYB,,HFC,,,,,,
,,,,,REGN,,MRO,,HOLX,,,,,,
,,,,,ROST,,MPC,,HD,,,,,,
,,,,,SBAC,,MKTX,,HON,,,,,,
,,,,,SLB,,MAR,,HRL,,,,,,
,,,,,SRE,,MLM,,HST,,,,,,
,,,,,NOW,,MAS,,HPQ,,,,,,
,,,,,SHW,,MA,,HUM,,,,,,
,,,,,SWK,,MKC,,HBAN,,,,,,
,,,,,SYF,,MXIM,,HII,,,,,,
,,,,,SYY,,MCK,,IEX,,,,,,
,,,,,TMUS,,MRK,,INFO,,,,,,
,,,,,TTWO,,MET,,ITW,,,,,,
,,,,,TGT,,MTD,,ILMN,,,,,,
,,,,,TER,,MGM,,INCY,,,,,,
,,,,,TSLA,,MCHP,,INTC,,,,,,
,,,,,TMO,,MSFT,,ICE,,,,,,
,,,,,TJX,,MHK,,IBM,,,,,,
,,,,,TDG,,MDLZ,,IP,,,,,,
,,,,,TFC,,MNST,,IPG,,,,,,
,,,,,TWTR,,MCO,,IFF,,,,,,
,,,,,UDR,,MS,,ISRG,,,,,,
,,,,,ULTA,,MOS,,IPGP,,,,,,
,,,,,USB,,MSI,,IQV,,,,,,
,,,,,UAL,,MSCI,,IRM,,,,,,
,,,,,UPS,,NTAP,,JKHY,,,,,,
,,,,,URI,,NFLX,,J,,,,,,
,,,,,UNM,,NWSA,,SJM,,,,,,
,,,,,VFC,,NWS,,JNJ,,,,,,
,,,,,VTRS,,NKE,,JCI,,,,,,
,,,,,V,,NSC,,JPM,,,,,,
,,,,,VNO,,NTRS,,JNPR,,,,,,
,,,,,WRB,,NOC,,KEY,,,,,,
,,,,,WAB,,NCLH,,KEYS,,,,,,
,,,,,DIS,,NOV,,KMB,,,,,,
,,,,,WM,,NRG,,KIM,,,,,,
,,,,,WAT,,NVR,,KMI,,,,,,
,,,,,WEC,,OXY,,KLAC,,,,,,
,,,,,WST,,OMC,,KHC,,,,,,
,,,,,WMB,,ORCL,,KR,,,,,,
,,,,,WLTW,,PCAR,,LB,,,,,,
,,,,,XLNX,,PKG,,LHX,,,,,,
,,,,,YUM,,PH,,LH,,,,,,
,,,,,ZION,,PAYX,,LRCX,,,,,,
,,,,,ZTS,,PYPL,,LW,,,,,,
,,,,,,,PENN,,LVS,,,,,,
,,,,,,,PNR,,LEG,,,,,,
,,,,,,,PBCT,,LDOS,,,,,,
,,,,,,,PKI,,LEN,,,,,,
,,,,,,,PRGO,,LLY,,,,,,
,,,,,,,PFE,,LNC,,,,,,
,,,,,,,PM,,LIN,,,,,,
,,,,,,,PNW,,LYV,,,,,,
,,,,,,,PXD,,LKQ,,,,,,
,,,,,,,PNC,,LMT,,,,,,
,,,,,,,PPG,,L,,,,,,
,,,,,,,PPL,,LOW,,,,,,
,,,,,,,PLD,,LUMN,,,,,,
,,,,,,,PRU,,LYB,,,,,,
,,,,,,,PTC,,MTB,,,,,,
,,,,,,,PEG,,MRO,,,,,,
,,,,,,,PSA,,MPC,,,,,,
,,,,,,,PHM,,MKTX,,,,,,
,,,,,,,QRVO,,MAR,,,,,,
,,,,,,,PWR,,MMC,,,,,,
,,,,,,,RTX,,MLM,,,,,,
,,,,,,,REGN,,MAS,,,,,,
,,,,,,,RHI,,MA,,,,,,
,,,,,,,ROST,,MKC,,,,,,
,,,,,,,SPGI,,MXIM,,,,,,
,,,,,,,SBAC,,MCD,,,,,,
,,,,,,,SLB,,MCK,,,,,,
,,,,,,,SRE,,MRK,,,,,,
,,,,,,,NOW,,MET,,,,,,
,,,,,,,SHW,,MTD,,,,,,
,,,,,,,SWK,,MGM,,,,,,
,,,,,,,SYF,,MCHP,,,,,,
,,,,,,,SYY,,MSFT,,,,,,
,,,,,,,TMUS,,MHK,,,,,,
,,,,,,,TTWO,,MDLZ,,,,,,
,,,,,,,TGT,,MNST,,,,,,
,,,,,,,TER,,MCO,,,,,,
,,,,,,,TSLA,,MS,,,,,,
,,,,,,,TMO,,MOS,,,,,,
,,,,,,,TJX,,MSI,,,,,,
,,,,,,,TDG,,MSCI,,,,,,
,,,,,,,TRMB,,NTAP,,,,,,
,,,,,,,TFC,,NFLX,,,,,,
,,,,,,,TWTR,,NWL,,,,,,
,,,,,,,TSN,,NEM,,,,,,
,,,,,,,UDR,,NWSA,,,,,,
,,,,,,,ULTA,,NWS,,,,,,
,,,,,,,USB,,NEE,,,,,,
,,,,,,,UAL,,NKE,,,,,,
,,,,,,,UPS,,NI,,,,,,
,,,,,,,URI,,NSC,,,,,,
,,,,,,,UHS,,NTRS,,,,,,
,,,,,,,UNM,,NOC,,,,,,
,,,,,,,VFC,,NCLH,,,,,,
,,,,,,,VTRS,,NOV,,,,,,
,,,,,,,V,,NRG,,,,,,
,,,,,,,VNO,,NUE,,,,,,
,,,,,,,VMC,,NVR,,,,,,
,,,,,,,WRB,,NXPI,,,,,,
,,,,,,,WAB,,OXY,,,,,,
,,,,,,,DIS,,OMC,,,,,,
,,,,,,,WM,,ORCL,,,,,,
,,,,,,,WAT,,PCAR,,,,,,
,,,,,,,WEC,,PKG,,,,,,
,,,,,,,WST,,PH,,,,,,
,,,,,,,WMB,,PAYX,,,,,,
,,,,,,,WLTW,,PAYC,,,,,,
,,,,,,,XLNX,,PYPL,,,,,,
,,,,,,,YUM,,PENN,,,,,,
,,,,,,,ZION,,PNR,,,,,,
,,,,,,,ZTS,,PBCT,,,,,,
,,,,,,,,,PEP,,,,,,
,,,,,,,,,PKI,,,,,,
,,,,,,,,,PRGO,,,,,,
,,,,,,,,,PFE,,,,,,
,,,,,,,,,PM,,,,,,
,,,,,,,,,PNW,,,,,,
,,,,,,,,,PXD,,,,,,
,,,,,,,,,PNC,,,,,,
,,,,,,,,,POOL,,,,,,
,,,,,,,,,PPG,,,,,,
,,,,,,,,,PPL,,,,,,
,,,,,,,,,PFG,,,,,,
,,,,,,,,,PGR,,,,,,
,,,,,,,,,PLD,,,,,,
,,,,,,,,,PRU,,,,,,
,,,,,,,,,PTC,,,,,,
,,,,,,,,,PEG,,,,,,
,,,,,,,,,PSA,,,,,,
,,,,,,,,,PHM,,,,,,
,,,,,,,,,PVH,,,,,,
,,,,,,,,,QRVO,,,,,,
,,,,,,,,,PWR,,,,,,
,,,,,,,,,RTX,,,,,,
,,,,,,,,,REGN,,,,,,
,,,,,,,,,RF,,,,,,
,,,,,,,,,RHI,,,,,,
,,,,,,,,,ROL,,,,,,
,,,,,,,,,ROST,,,,,,
,,,,,,,,,SPGI,,,,,,
,,,,,,,,,SBAC,,,,,,
,,,,,,,,,SLB,,,,,,
,,,,,,,,,SEE,,,,,,
,,,,,,,,,SRE,,,,,,
,,,,,,,,,NOW,,,,,,
,,,,,,,,,SHW,,,,,,
,,,,,,,,,SPG,,,,,,
,,,,,,,,,SWKS,,,,,,
,,,,,,,,,SO,,,,,,
,,,,,,,,,LUV,,,,,,
,,,,,,,,,SWK,,,,,,
,,,,,,,,,STE,,,,,,
,,,,,,,,,SYK,,,,,,
,,,,,,,,,SYF,,,,,,
,,,,,,,,,SNPS,,,,,,
,,,,,,,,,SYY,,,,,,
,,,,,,,,,TMUS,,,,,,
,,,,,,,,,TTWO,,,,,,
,,,,,,,,,TPR,,,,,,
,,,,,,,,,TGT,,,,,,
,,,,,,,,,TER,,,,,,
,,,,,,,,,TSLA,,,,,,
,,,,,,,,,TMO,,,,,,
,,,,,,,,,TJX,,,,,,
,,,,,,,,,TSCO,,,,,,
,,,,,,,,,TDG,,,,,,
,,,,,,,,,TRMB,,,,,,
,,,,,,,,,TFC,,,,,,
,,,,,,,,,TWTR,,,,,,
,,,,,,,,,TSN,,,,,,
,,,,,,,,,UDR,,,,,,
,,,,,,,,,ULTA,,,,,,
,,,,,,,,,USB,,,,,,
,,,,,,,,,UAL,,,,,,
,,,,,,,,,UNH,,,,,,
,,,,,,,,,UPS,,,,,,
,,,,,,,,,URI,,,,,,
,,,,,,,,,UHS,,,,,,
,,,,,,,,,UNM,,,,,,
,,,,,,,,,VTR,,,,,,
,,,,,,,,,VRSK,,,,,,
,,,,,,,,,VRTX,,,,,,
,,,,,,,,,VFC,,,,,,
,,,,,,,,,VIAC,,,,,,
,,,,,,,,,VTRS,,,,,,
,,,,,,,,,V,,,,,,
,,,,,,,,,VNO,,,,,,
,,,,,,,,,VMC,,,,,,
,,,,,,,,,WRB,,,,,,
,,,,,,,,,WAB,,,,,,
,,,,,,,,,WBA,,,,,,
,,,,,,,,,DIS,,,,,,
,,,,,,,,,WM,,,,,,
,,,,,,,,,WAT,,,,,,
,,,,,,,,,WEC,,,,,,
,,,,,,,,,WFC,,,,,,
,,,,,,,,,WELL,,,,,,
,,,,,,,,,WST,,,,,,
,,,,,,,,,WMB,,,,,,
,,,,,,,,,WLTW,,,,,,
,,,,,,,,,XEL,,,,,,
,,,,,,,,,XLNX,,,,,,
,,,,,,,,,YUM,,,,,,
,,,,,,,,,ZION,,,,,,
,,,,,,,,,ZTS,,,,,,
