11_tickers,120_tickers,14_tickers,160_tickers,18_tickers,213_tickers,23_tickers,284_tickers,30_tickers,378_tickers,39_tickers,51_tickers,68_tickers,7_tickers,9_tickers,90_tickers
,MSFT,,HES,,EXPE,,COP,,CTLT,,,VRSN,,,PNW
,MDLZ,,HD,,EXPD,,STZ,,CBOE,,,WFC,,,PPL
,MPWR,,HRL,,FFIV,,COO,,CERN,,,WST,,,PTC
,MSCI,,HUM,,FDX,,CPRT,,CF,,,WYNN,,,PSA
,NWL,,HII,,FIS,,GLW,,SCHW,,,XLNX,,,PHM
,NWS,,IDXX,,FRC,,CTVA,,CHTR,,,,,,PWR
,NTRS,,ITW,,FLT,,DRI,,CVX,,,,,,RTX
,OKE,,INCY,,FMC,,DE,,CHD,,,,,,O
,ORCL,,IFF,,F,,DXCM,,CI,,,,,,CRM
,PYPL,,IVZ,,FTNT,,DLR,,CINF,,,,,,SBAC
,PBCT,,IRM,,FBHS,,DISCA,,CTAS,,,,,,SLB
,PNW,,SJM,,FOXA,,DISCK,,C,,,,,,STX
,POOL,,KSU,,FOX,,DISH,,CFG,,,,,,SHW
,PPL,,KEY,,BEN,,DLTR,,CTXS,,,,,,SPG
,PFG,,KMB,,IT,,D,,CLX,,,,,,SO
,PGR,,KR,,GNRC,,DPZ,,CME,,,,,,SWK
,PTC,,LRCX,,GD,,DRE,,CMS,,,,,,SIVB
,PSA,,LIN,,GE,,DD,,KO,,,,,,SYF
,PHM,,LYV,,GIS,,ECL,,CL,,,,,,SNPS
,PWR,,LMT,,GM,,EW,,CMCSA,,,,,,ULTA
,DGX,,LUMN,,GPN,,EQR,,CMA,,,,,,UAA
,RTX,,MRO,,HAL,,ESS,,CAG,,,,,,VRSN
,O,,MPC,,HBI,,EL,,COP,,,,,,WFC
,REG,,MAR,,HAS,,EVRG,,STZ,,,,,,WST
,REGN,,MMC,,PEAK,,RE,,COO,,,,,,WYNN
,ROP,,MLM,,HES,,EXPE,,CPRT,,,,,,XLNX
,SPGI,,MCK,,HD,,EXPD,,GLW,,,,,,ZBRA
,CRM,,MCHP,,HRL,,XOM,,CTVA,,,,,,
,SBAC,,MSFT,,HUM,,FFIV,,CSX,,,,,,
,SLB,,MDLZ,,HII,,FDX,,DHR,,,,,,
,STX,,MPWR,,IDXX,,FIS,,DRI,,,,,,
,SHW,,MNST,,ITW,,FE,,DE,,,,,,
,SPG,,MSCI,,INCY,,FRC,,DXCM,,,,,,
,SO,,NWL,,IFF,,FLT,,DLR,,,,,,
,SWK,,NWS,,IVZ,,FLIR,,DISCA,,,,,,
,STT,,NLSN,,IPGP,,FMC,,DISCK,,,,,,
,SIVB,,NTRS,,IRM,,F,,DISH,,,,,,
,SYF,,OKE,,JKHY,,FTNT,,DLTR,,,,,,
,SNPS,,ORCL,,SJM,,FBHS,,D,,,,,,
,TPR,,PYPL,,JNJ,,FOXA,,DPZ,,,,,,
,TGT,,PBCT,,JCI,,FOX,,DRE,,,,,,
,TDY,,PFE,,JPM,,BEN,,DD,,,,,,
,TFX,,PNW,,KSU,,GPS,,DXC,,,,,,
,TXT,,POOL,,KEY,,IT,,ETN,,,,,,
,TJX,,PPL,,KMB,,GNRC,,ECL,,,,,,
,TFC,,PFG,,KHC,,GD,,EW,,,,,,
,ULTA,,PGR,,KR,,GE,,EA,,,,,,
,UAA,,PRU,,LRCX,,GIS,,EMR,,,,,,
,VRSN,,PTC,,LW,,GM,,ETR,,,,,,
,VTRS,,PEG,,LNC,,GPN,,EOG,,,,,,
,WM,,PSA,,LIN,,HAL,,EFX,,,,,,
,WFC,,PHM,,LYV,,HBI,,EQIX,,,,,,
,WST,,QRVO,,LMT,,HAS,,EQR,,,,,,
,WYNN,,PWR,,L,,PEAK,,ESS,,,,,,
,XLNX,,DGX,,LUMN,,HSIC,,EL,,,,,,
,ZBRA,,RTX,,MRO,,HES,,ETSY,,,,,,
,ZBH,,O,,MPC,,HD,,EVRG,,,,,,
,,,REG,,MAR,,HRL,,ES,,,,,,
,,,REGN,,MMC,,HST,,RE,,,,,,
,,,ROP,,MLM,,HUM,,EXPE,,,,,,
,,,ROST,,MAS,,HII,,EXPD,,,,,,
,,,SPGI,,MKC,,IEX,,EXR,,,,,,
,,,CRM,,MCK,,IDXX,,XOM,,,,,,
,,,SBAC,,MET,,ITW,,FFIV,,,,,,
,,,SLB,,MGM,,INCY,,FRT,,,,,,
,,,STX,,MCHP,,IFF,,FDX,,,,,,
,,,SHW,,MSFT,,IVZ,,FIS,,,,,,
,,,SPG,,MDLZ,,IPGP,,FITB,,,,,,
,,,SO,,MPWR,,IRM,,FE,,,,,,
,,,SWK,,MNST,,JKHY,,FRC,,,,,,
,,,STT,,MS,,SJM,,FISV,,,,,,
,,,SIVB,,MSCI,,JNJ,,FLT,,,,,,
,,,SYF,,NWL,,JCI,,FLIR,,,,,,
,,,SNPS,,NWS,,JPM,,FMC,,,,,,
,,,TTWO,,NLSN,,KSU,,F,,,,,,
,,,TPR,,NKE,,KEY,,FTNT,,,,,,
,,,TGT,,NTRS,,KMB,,FBHS,,,,,,
,,,TDY,,NOC,,KHC,,FOXA,,,,,,
,,,TFX,,OXY,,KR,,FOX,,,,,,
,,,TXN,,OKE,,LRCX,,BEN,,,,,,
,,,TXT,,ORCL,,LW,,FCX,,,,,,
,,,TJX,,OTIS,,LEG,,GPS,,,,,,
,,,TFC,,PYPL,,LNC,,IT,,,,,,
,,,ULTA,,PENN,,LIN,,GNRC,,,,,,
,,,UAA,,PNR,,LYV,,GD,,,,,,
,,,VRSN,,PBCT,,LKQ,,GE,,,,,,
,,,VRSK,,PFE,,LMT,,GIS,,,,,,
,,,VTRS,,PM,,L,,GM,,,,,,
,,,WM,,PNW,,LOW,,GPC,,,,,,
,,,WFC,,POOL,,LUMN,,GILD,,,,,,
,,,WST,,PPL,,MTB,,GPN,,,,,,
,,,WRK,,PFG,,MRO,,GS,,,,,,
,,,WY,,PGR,,MPC,,GWW,,,,,,
,,,WYNN,,PRU,,MAR,,HAL,,,,,,
,,,XLNX,,PTC,,MMC,,HBI,,,,,,
,,,ZBRA,,PEG,,MLM,,HAS,,,,,,
,,,ZBH,,PSA,,MAS,,PEAK,,,,,,
,,,,,PHM,,MA,,HSIC,,,,,,
,,,,,QRVO,,MKC,,HSY,,,,,,
,,,,,PWR,,MCD,,HES,,,,,,
,,,,,DGX,,MCK,,HD,,,,,,
,,,,,RTX,,MET,,HRL,,,,,,
,,,,,O,,MGM,,HST,,,,,,
,,,,,REG,,MCHP,,HWM,,,,,,
,,,,,REGN,,MSFT,,HUM,,,,,,
,,,,,RF,,MDLZ,,HII,,,,,,
,,,,,ROP,,MPWR,,IEX,,,,,,
,,,,,ROST,,MNST,,IDXX,,,,,,
,,,,,SPGI,,MS,,ITW,,,,,,
,,,,,CRM,,MOS,,ILMN,,,,,,
,,,,,SBAC,,MSCI,,INCY,,,,,,
,,,,,SLB,,NFLX,,IR,,,,,,
,,,,,STX,,NWL,,INTC,,,,,,
,,,,,NOW,,NEM,,IP,,,,,,
,,,,,SHW,,NWS,,IFF,,,,,,
,,,,,SPG,,NLSN,,INTU,,,,,,
,,,,,SO,,NKE,,IVZ,,,,,,
,,,,,SWK,,NSC,,IPGP,,,,,,
,,,,,STT,,NTRS,,IQV,,,,,,
,,,,,SIVB,,NOC,,IRM,,,,,,
,,,,,SYF,,NLOK,,JKHY,,,,,,
,,,,,SNPS,,NCLH,,J,,,,,,
,,,,,TTWO,,NOV,,SJM,,,,,,
,,,,,TPR,,NVDA,,JNJ,,,,,,
,,,,,TGT,,NVR,,JCI,,,,,,
,,,,,TDY,,NXPI,,JPM,,,,,,
,,,,,TFX,,OXY,,KSU,,,,,,
,,,,,TXN,,OKE,,K,,,,,,
,,,,,TXT,,ORCL,,KEY,,,,,,
,,,,,TMO,,OTIS,,KMB,,,,,,
,,,,,TJX,,PCAR,,KIM,,,,,,
,,,,,TFC,,PAYX,,KHC,,,,,,
,,,,,ULTA,,PAYC,,KR,,,,,,
,,,,,UAA,,PYPL,,LB,,,,,,
,,,,,VRSN,,PENN,,LHX,,,,,,
,,,,,VRSK,,PNR,,LH,,,,,,
,,,,,VTRS,,PBCT,,LRCX,,,,,,
,,,,,VMC,,PEP,,LW,,,,,,
,,,,,WM,,PKI,,LVS,,,,,,
,,,,,WAT,,PFE,,LEG,,,,,,
,,,,,WFC,,PM,,LLY,,,,,,
,,,,,WST,,PNW,,LNC,,,,,,
,,,,,WU,,POOL,,LIN,,,,,,
,,,,,WRK,,PPG,,LYV,,,,,,
,,,,,WY,,PPL,,LKQ,,,,,,
,,,,,WHR,,PFG,,LMT,,,,,,
,,,,,WYNN,,PGR,,L,,,,,,
,,,,,XLNX,,PRU,,LOW,,,,,,
,,,,,ZBRA,,PTC,,LUMN,,,,,,
,,,,,ZBH,,PEG,,MTB,,,,,,
,,,,,,,PSA,,MRO,,,,,,
,,,,,,,PHM,,MPC,,,,,,
,,,,,,,PVH,,MKTX,,,,,,
,,,,,,,QRVO,,MAR,,,,,,
,,,,,,,PWR,,MMC,,,,,,
,,,,,,,DGX,,MLM,,,,,,
,,,,,,,RTX,,MAS,,,,,,
,,,,,,,O,,MA,,,,,,
,,,,,,,REG,,MKC,,,,,,
,,,,,,,REGN,,MXIM,,,,,,
,,,,,,,RF,,MCD,,,,,,
,,,,,,,ROP,,MCK,,,,,,
,,,,,,,ROST,,MRK,,,,,,
,,,,,,,SPGI,,MET,,,,,,
,,,,,,,CRM,,MTD,,,,,,
,,,,,,,SBAC,,MGM,,,,,,
,,,,,,,SLB,,MCHP,,,,,,
,,,,,,,STX,,MSFT,,,,,,
,,,,,,,SEE,,MAA,,,,,,
,,,,,,,NOW,,MHK,,,,,,
,,,,,,,SHW,,TAP,,,,,,
,,,,,,,SPG,,MDLZ,,,,,,
,,,,,,,SNA,,MPWR,,,,,,
,,,,,,,SO,,MNST,,,,,,
,,,,,,,LUV,,MS,,,,,,
,,,,,,,SWK,,MOS,,,,,,
,,,,,,,STT,,MSI,,,,,,
,,,,,,,SYK,,MSCI,,,,,,
,,,,,,,SIVB,,NDAQ,,,,,,
,,,,,,,SYF,,NFLX,,,,,,
,,,,,,,SNPS,,NWL,,,,,,
,,,,,,,TTWO,,NEM,,,,,,
,,,,,,,TPR,,NWS,,,,,,
,,,,,,,TGT,,NEE,,,,,,
,,,,,,,TDY,,NLSN,,,,,,
,,,,,,,TFX,,NKE,,,,,,
,,,,,,,TSLA,,NSC,,,,,,
,,,,,,,TXN,,NTRS,,,,,,
,,,,,,,TXT,,NOC,,,,,,
,,,,,,,TMO,,NLOK,,,,,,
,,,,,,,TJX,,NCLH,,,,,,
,,,,,,,TSCO,,NOV,,,,,,
,,,,,,,TFC,,NRG,,,,,,
,,,,,,,TSN,,NVDA,,,,,,
,,,,,,,UDR,,NVR,,,,,,
,,,,,,,ULTA,,NXPI,,,,,,
,,,,,,,UAA,,OXY,,,,,,
,,,,,,,UNP,,OMC,,,,,,
,,,,,,,UAL,,OKE,,,,,,
,,,,,,,UHS,,ORCL,,,,,,
,,,,,,,VLO,,OTIS,,,,,,
,,,,,,,VRSN,,PCAR,,,,,,
,,,,,,,VRSK,,PAYX,,,,,,
,,,,,,,VTRS,,PAYC,,,,,,
,,,,,,,V,,PYPL,,,,,,
,,,,,,,VMC,,PENN,,,,,,
,,,,,,,WM,,PNR,,,,,,
,,,,,,,WAT,,PBCT,,,,,,
,,,,,,,WFC,,PEP,,,,,,
,,,,,,,WST,,PKI,,,,,,
,,,,,,,WU,,PRGO,,,,,,
,,,,,,,WRK,,PFE,,,,,,
,,,,,,,WY,,PM,,,,,,
,,,,,,,WHR,,PSX,,,,,,
,,,,,,,WMB,,PNW,,,,,,
,,,,,,,WLTW,,PNC,,,,,,
,,,,,,,WYNN,,POOL,,,,,,
,,,,,,,XEL,,PPG,,,,,,
,,,,,,,XLNX,,PPL,,,,,,
,,,,,,,ZBRA,,PFG,,,,,,
,,,,,,,ZBH,,PGR,,,,,,
,,,,,,,,,PLD,,,,,,
,,,,,,,,,PRU,,,,,,
,,,,,,,,,PTC,,,,,,
,,,,,,,,,PEG,,,,,,
,,,,,,,,,PSA,,,,,,
,,,,,,,,,PHM,,,,,,
,,,,,,,,,PVH,,,,,,
,,,,,,,,,QRVO,,,,,,
,,,,,,,,,PWR,,,,,,
,,,,,,,,,QCOM,,,,,,
,,,,,,,,,DGX,,,,,,
,,,,,,,,,RJF,,,,,,
,,,,,,,,,RTX,,,,,,
,,,,,,,,,O,,,,,,
,,,,,,,,,REG,,,,,,
,,,,,,,,,REGN,,,,,,
,,,,,,,,,RF,,,,,,
,,,,,,,,,RMD,,,,,,
,,,,,,,,,ROK,,,,,,
,,,,,,,,,ROL,,,,,,
,,,,,,,,,ROP,,,,,,
,,,,,,,,,ROST,,,,,,
,,,,,,,,,RCL,,,,,,
,,,,,,,,,SPGI,,,,,,
,,,,,,,,,CRM,,,,,,
,,,,,,,,,SBAC,,,,,,
,,,,,,,,,SLB,,,,,,
,,,,,,,,,STX,,,,,,
,,,,,,,,,SEE,,,,,,
,,,,,,,,,SRE,,,,,,
,,,,,,,,,NOW,,,,,,
,,,,,,,,,SHW,,,,,,
,,,,,,,,,SPG,,,,,,
,,,,,,,,,SNA,,,,,,
,,,,,,,,,SO,,,,,,
,,,,,,,,,LUV,,,,,,
,,,,,,,,,SWK,,,,,,
,,,,,,,,,SBUX,,,,,,
,,,,,,,,,STT,,,,,,
,,,,,,,,,SYK,,,,,,
,,,,,,,,,SIVB,,,,,,
,,,,,,,,,SYF,,,,,,
,,,,,,,,,SNPS,,,,,,
,,,,,,,,,TTWO,,,,,,
,,,,,,,,,TPR,,,,,,
,,,,,,,,,TGT,,,,,,
,,,,,,,,,TEL,,,,,,
,,,,,,,,,TDY,,,,,,
,,,,,,,,,TFX,,,,,,
,,,,,,,,,TER,,,,,,
,,,,,,,,,TSLA,,,,,,
,,,,,,,,,TXN,,,,,,
,,,,,,,,,TXT,,,,,,
,,,,,,,,,TMO,,,,,,
,,,,,,,,,TJX,,,,,,
,,,,,,,,,TSCO,,,,,,
,,,,,,,,,TFC,,,,,,
,,,,,,,,,TYL,,,,,,
,,,,,,,,,TSN,,,,,,
,,,,,,,,,UDR,,,,,,
,,,,,,,,,ULTA,,,,,,
,,,,,,,,,UAA,,,,,,
,,,,,,,,,UA,,,,,,
,,,,,,,,,UNP,,,,,,
,,,,,,,,,UAL,,,,,,
,,,,,,,,,UHS,,,,,,
,,,,,,,,,UNM,,,,,,
,,,,,,,,,VLO,,,,,,
,,,,,,,,,VRSN,,,,,,
,,,,,,,,,VRSK,,,,,,
,,,,,,,,,VFC,,,,,,
,,,,,,,,,VIAC,,,,,,
,,,,,,,,,VTRS,,,,,,
,,,,,,,,,V,,,,,,
,,,,,,,,,VNO,,,,,,
,,,,,,,,,VMC,,,,,,
,,,,,,,,,WAB,,,,,,
,,,,,,,,,WM,,,,,,
,,,,,,,,,WAT,,,,,,
,,,,,,,,,WFC,,,,,,
,,,,,,,,,WST,,,,,,
,,,,,,,,,WU,,,,,,
,,,,,,,,,WRK,,,,,,
,,,,,,,,,WY,,,,,,
,,,,,,,,,WHR,,,,,,
,,,,,,,,,WMB,,,,,,
,,,,,,,,,WLTW,,,,,,
,,,,,,,,,WYNN,,,,,,
,,,,,,,,,XEL,,,,,,
,,,,,,,,,XLNX,,,,,,
,,,,,,,,,ZBRA,,,,,,
,,,,,,,,,ZBH,,,,,,
,,,,,,,,,ZION,,,,,,
,,,,,,,,,ZTS,,,,,,
