11_tickers,120_tickers,14_tickers,160_tickers,18_tickers,213_tickers,23_tickers,284_tickers,30_tickers,378_tickers,39_tickers,51_tickers,68_tickers,7_tickers,9_tickers,90_tickers
,,,,,,,ROK,,MCD,,,,,,
,,,,,,,ROL,,MDT,,,,,,
,,,,,,,ROP,,MRK,,,,,,
,,,,,,,ROST,,MET,,,,,,
,,,,,,,RCL,,MTD,,,,,,
,,,,,,,CRM,,MGM,,,,,,
,,,,,,,SBAC,,MCHP,,,,,,
,,,,,,,STX,,MU,,,,,,
,,,,,,,SEE,,MAA,,,,,,
,,,,,,,SRE,,MHK,,,,,,
,,,,,,,NOW,,MDLZ,,,,,,
,,,,,,,SHW,,MPWR,,,,,,
,,,,,,,SPG,,MNST,,,,,,
,,,,,,,SWKS,,MCO,,,,,,
,,,,,,,SNA,,MS,,,,,,
,,,,,,,SO,,MOS,,,,,,
,,,,,,,LUV,,MSI,,,,,,
,,,,,,,SWK,,MSCI,,,,,,
,,,,,,,SBUX,,NDAQ,,,,,,
,,,,,,,STE,,NTAP,,,,,,
,,,,,,,SIVB,,NFLX,,,,,,
,,,,,,,SYF,,NWL,,,,,,
,,,,,,,SNPS,,NWSA,,,,,,
,,,,,,,TDY,,NWS,,,,,,
,,,,,,,TER,,NEE,,,,,,
,,,,,,,TSLA,,NLSN,,,,,,
,,,,,,,TXT,,NKE,,,,,,
,,,,,,,TSCO,,NI,,,,,,
,,,,,,,TWTR,,NSC,,,,,,
,,,,,,,UDR,,NTRS,,,,,,
,,,,,,,ULTA,,NCLH,,,,,,
,,,,,,,UAA,,NOV,,,,,,
,,,,,,,UA,,NRG,,,,,,
,,,,,,,UNP,,NVR,,,,,,
,,,,,,,UHS,,NXPI,,,,,,
,,,,,,,UNM,,ORLY,,,,,,
,,,,,,,VLO,,OXY,,,,,,
,,,,,,,VZ,,ODFL,,,,,,
,,,,,,,VRTX,,OMC,,,,,,
,,,,,,,VFC,,ORCL,,,,,,
,,,,,,,VIAC,,OTIS,,,,,,
,,,,,,,VTRS,,PYPL,,,,,,
,,,,,,,V,,PENN,,,,,,
,,,,,,,WAB,,PBCT,,,,,,
,,,,,,,WMT,,PEP,,,,,,
,,,,,,,WBA,,PKI,,,,,,
,,,,,,,DIS,,PRGO,,,,,,
,,,,,,,WAT,,PFE,,,,,,
,,,,,,,WEC,,PM,,,,,,
,,,,,,,WFC,,PSX,,,,,,
,,,,,,,WELL,,PNC,,,,,,
,,,,,,,WST,,POOL,,,,,,
,,,,,,,WDC,,PPL,,,,,,
,,,,,,,WU,,PFG,,,,,,
,,,,,,,WRK,,PGR,,,,,,
,,,,,,,WY,,PLD,,,,,,
,,,,,,,WMB,,PRU,,,,,,
,,,,,,,XLNX,,PEG,,,,,,
,,,,,,,ZBH,,PSA,,,,,,
,,,,,,,ZTS,,PHM,,,,,,
,,,,,,,,,PVH,,,,,,
,,,,,,,,,QRVO,,,,,,
,,,,,,,,,PWR,,,,,,
,,,,,,,,,QCOM,,,,,,
,,,,,,,,,DGX,,,,,,
,,,,,,,,,RL,,,,,,
,,,,,,,,,RJF,,,,,,
,,,,,,,,,RTX,,,,,,
,,,,,,,,,O,,,,,,
,,,,,,,,,REG,,,,,,
,,,,,,,,,REGN,,,,,,
,,,,,,,,,RF,,,,,,
,,,,,,,,,RSG,,,,,,
,,,,,,,,,RMD,,,,,,
,,,,,,,,,RHI,,,,,,
,,,,,,,,,ROK,,,,,,
,,,,,,,,,ROL,,,,,,
,,,,,,,,,ROP,,,,,,
,,,,,,,,,ROST,,,,,,
,,,,,,,,,RCL,,,,,,
,,,,,,,,,CRM,,,,,,
,,,,,,,,,SBAC,,,,,,
,,,,,,,,,SLB,,,,,,
,,,,,,,,,STX,,,,,,
,,,,,,,,,SEE,,,,,,
,,,,,,,,,SRE,,,,,,
,,,,,,,,,NOW,,,,,,
,,,,,,,,,SHW,,,,,,
,,,,,,,,,SPG,,,,,,
,,,,,,,,,SWKS,,,,,,
,,,,,,,,,SNA,,,,,,
,,,,,,,,,SO,,,,,,
,,,,,,,,,LUV,,,,,,
,,,,,,,,,SWK,,,,,,
,,,,,,,,,SBUX,,,,,,
,,,,,,,,,STE,,,,,,
,,,,,,,,,SIVB,,,,,,
,,,,,,,,,SYF,,,,,,
,,,,,,,,,SNPS,,,,,,
,,,,,,,,,SYY,,,,,,
,,,,,,,,,TMUS,,,,,,
,,,,,,,,,TROW,,,,,,
,,,,,,,,,TGT,,,,,,
,,,,,,,,,TDY,,,,,,
,,,,,,,,,TER,,,,,,
,,,,,,,,,TSLA,,,,,,
,,,,,,,,,TXT,,,,,,
,,,,,,,,,TJX,,,,,,
,,,,,,,,,TSCO,,,,,,
,,,,,,,,,TWTR,,,,,,
,,,,,,,,,TYL,,,,,,
,,,,,,,,,TSN,,,,,,
,,,,,,,,,UDR,,,,,,
,,,,,,,,,ULTA,,,,,,
,,,,,,,,,UAA,,,,,,
,,,,,,,,,UA,,,,,,
,,,,,,,,,UNP,,,,,,
,,,,,,,,,UPS,,,,,,
,,,,,,,,,URI,,,,,,
,,,,,,,,,UHS,,,,,,
,,,,,,,,,UNM,,,,,,
,,,,,,,,,VLO,,,,,,
,,,,,,,,,VTR,,,,,,
,,,,,,,,,VRSK,,,,,,
,,,,,,,,,VZ,,,,,,
,,,,,,,,,VRTX,,,,,,
,,,,,,,,,VFC,,,,,,
,,,,,,,,,VIAC,,,,,,
,,,,,,,,,VTRS,,,,,,
,,,,,,,,,V,,,,,,
,,,,,,,,,VNO,,,,,,
,,,,,,,,,VMC,,,,,,
,,,,,,,,,WAB,,,,,,
,,,,,,,,,WMT,,,,,,
,,,,,,,,,WBA,,,,,,
,,,,,,,,,DIS,,,,,,
,,,,,,,,,WM,,,,,,
,,,,,,,,,WAT,,,,,,
,,,,,,,,,WEC,,,,,,
,,,,,,,,,WFC,,,,,,
,,,,,,,,,WELL,,,,,,
,,,,,,,,,WST,,,,,,
,,,,,,,,,WDC,,,,,,
,,,,,,,,,WU,,,,,,
,,,,,,,,,WRK,,,,,,
,,,,,,,,,WY,,,,,,
,,,,,,,,,WHR,,,,,,
,,,,,,,,,WMB,,,,,,
,,,,,,,,,WLTW,,,,,,
,,,,,,,,,XEL,,,,,,
,,,,,,,,,XLNX,,,,,,
,,,,,,,,,ZBH,,,,,,
,,,,,,,,,ZION,,,,,,
,,,,,,,,,ZTS,,,,,,
