11_tickers,120_tickers,14_tickers,160_tickers,18_tickers,213_tickers,23_tickers,284_tickers,30_tickers,378_tickers,39_tickers,51_tickers,68_tickers,7_tickers,9_tickers,90_tickers
,,,SLB,,MPC,,HUM,,FITB,,,,,,
,,,STX,,MKTX,,HBAN,,FE,,,,,,
,,,SPG,,MLM,,HII,,FRC,,,,,,
,,,TDY,,MA,,IEX,,FLT,,,,,,
,,,TER,,MET,,IDXX,,FLIR,,,,,,
,,,TSLA,,MGM,,INFO,,FMC,,,,,,
,,,TXT,,MCHP,,ITW,,F,,,,,,
,,,TMO,,MU,,INCY,,FTNT,,,,,,
,,,TJX,,MSFT,,IR,,FTV,,,,,,
,,,TSCO,,MAA,,ICE,,FOXA,,,,,,
,,,TT,,TAP,,IP,,FOX,,,,,,
,,,TRV,,MS,,IVZ,,FCX,,,,,,
,,,TFC,,NTAP,,IPGP,,GPS,,,,,,
,,,TYL,,NWL,,IQV,,GRMN,,,,,,
,,,UNM,,NWS,,SJM,,IT,,,,,,
,,,VLO,,NSC,,JPM,,GNRC,,,,,,
,,,VTR,,NTRS,,JNPR,,GD,,,,,,
,,,WM,,NLOK,,K,,GE,,,,,,
,,,WFC,,NRG,,KMB,,GIS,,,,,,
,,,WELL,,ODFL,,KIM,,GPC,,,,,,
,,,WDC,,OKE,,KMI,,GILD,,,,,,
,,,WU,,ORCL,,KLAC,,GL,,,,,,
,,,WY,,OTIS,,KHC,,GS,,,,,,
,,,WLTW,,PCAR,,KR,,GWW,,,,,,
,,,XLNX,,PYPL,,LHX,,HBI,,,,,,
,,,XYL,,PEP,,LH,,HIG,,,,,,
,,,ZBRA,,PRGO,,LW,,HCA,,,,,,
,,,ZBH,,PFE,,LDOS,,PEAK,,,,,,
,,,ZION,,PSX,,LLY,,HSY,,,,,,
,,,,,PNC,,LMT,,HES,,,,,,
,,,,,PFG,,LOW,,HPE,,,,,,
,,,,,PGR,,LYB,,HLT,,,,,,
,,,,,PRU,,MTB,,HFC,,,,,,
,,,,,PWR,,MRO,,HOLX,,,,,,
,,,,,RL,,MPC,,HON,,,,,,
,,,,,RF,,MKTX,,HRL,,,,,,
,,,,,RMD,,MMC,,HST,,,,,,
,,,,,RHI,,MLM,,HPQ,,,,,,
,,,,,ROK,,MAS,,HUM,,,,,,
,,,,,ROST,,MA,,HBAN,,,,,,
,,,,,SPGI,,MET,,HII,,,,,,
,,,,,SLB,,MGM,,IEX,,,,,,
,,,,,STX,,MCHP,,IDXX,,,,,,
,,,,,SEE,,MU,,INFO,,,,,,
,,,,,SPG,,MSFT,,ITW,,,,,,
,,,,,STT,,MAA,,ILMN,,,,,,
,,,,,SYF,,MHK,,INCY,,,,,,
,,,,,SYY,,TAP,,IR,,,,,,
,,,,,TDY,,MDLZ,,INTC,,,,,,
,,,,,TER,,MPWR,,ICE,,,,,,
,,,,,TSLA,,MS,,IP,,,,,,
,,,,,TXT,,NTAP,,IPG,,,,,,
,,,,,TMO,,NFLX,,IFF,,,,,,
,,,,,TJX,,NWL,,INTU,,,,,,
,,,,,TSCO,,NWSA,,ISRG,,,,,,
,,,,,TT,,NWS,,IVZ,,,,,,
,,,,,TRV,,NKE,,IPGP,,,,,,
,,,,,TFC,,NSC,,IQV,,,,,,
,,,,,TYL,,NTRS,,IRM,,,,,,
,,,,,TSN,,NLOK,,JBHT,,,,,,
,,,,,USB,,NRG,,SJM,,,,,,
,,,,,URI,,NUE,,JCI,,,,,,
,,,,,UNM,,NVDA,,JPM,,,,,,
,,,,,VLO,,NVR,,JNPR,,,,,,
,,,,,VTR,,NXPI,,KSU,,,,,,
,,,,,VFC,,ORLY,,K,,,,,,
,,,,,VMC,,OXY,,KEY,,,,,,
,,,,,WAB,,ODFL,,KEYS,,,,,,
,,,,,WMT,,OKE,,KMB,,,,,,
,,,,,WM,,ORCL,,KIM,,,,,,
,,,,,WFC,,OTIS,,KMI,,,,,,
,,,,,WELL,,PCAR,,KLAC,,,,,,
,,,,,WDC,,PYPL,,KHC,,,,,,
,,,,,WU,,PBCT,,KR,,,,,,
,,,,,WY,,PEP,,LHX,,,,,,
,,,,,WLTW,,PKI,,LH,,,,,,
,,,,,XLNX,,PRGO,,LW,,,,,,
,,,,,XYL,,PFE,,LEG,,,,,,
,,,,,ZBRA,,PSX,,LDOS,,,,,,
,,,,,ZBH,,PXD,,LLY,,,,,,
,,,,,ZION,,PNC,,LNC,,,,,,
,,,,,ZTS,,PFG,,LIN,,,,,,
,,,,,,,PG,,LKQ,,,,,,
,,,,,,,PGR,,LMT,,,,,,
,,,,,,,PRU,,LOW,,,,,,
,,,,,,,PWR,,LUMN,,,,,,
,,,,,,,QCOM,,LYB,,,,,,
,,,,,,,RL,,MTB,,,,,,
,,,,,,,RJF,,MRO,,,,,,
,,,,,,,RTX,,MPC,,,,,,
,,,,,,,O,,MKTX,,,,,,
,,,,,,,REG,,MMC,,,,,,
,,,,,,,RF,,MLM,,,,,,
,,,,,,,RMD,,MAS,,,,,,
,,,,,,,RHI,,MA,,,,,,
,,,,,,,ROK,,MKC,,,,,,
,,,,,,,ROP,,MCK,,,,,,
,,,,,,,ROST,,MDT,,,,,,
,,,,,,,SPGI,,MRK,,,,,,
,,,,,,,SLB,,MET,,,,,,
,,,,,,,STX,,MTD,,,,,,
,,,,,,,SEE,,MGM,,,,,,
,,,,,,,SPG,,MCHP,,,,,,
,,,,,,,SO,,MU,,,,,,
,,,,,,,STT,,MSFT,,,,,,
,,,,,,,SYK,,MAA,,,,,,
,,,,,,,SIVB,,MHK,,,,,,
,,,,,,,SYF,,TAP,,,,,,
,,,,,,,SNPS,,MDLZ,,,,,,
,,,,,,,SYY,,MPWR,,,,,,
,,,,,,,TDY,,MNST,,,,,,
,,,,,,,TFX,,MS,,,,,,
,,,,,,,TER,,MSCI,,,,,,
,,,,,,,TSLA,,NDAQ,,,,,,
,,,,,,,TXN,,NTAP,,,,,,
,,,,,,,TXT,,NFLX,,,,,,
,,,,,,,TMO,,NWL,,,,,,
,,,,,,,TJX,,NWSA,,,,,,
,,,,,,,TSCO,,NWS,,,,,,
,,,,,,,TT,,NKE,,,,,,
,,,,,,,TRV,,NSC,,,,,,
,,,,,,,TFC,,NTRS,,,,,,
,,,,,,,TWTR,,NLOK,,,,,,
,,,,,,,TYL,,NCLH,,,,,,
,,,,,,,TSN,,NRG,,,,,,
,,,,,,,USB,,NUE,,,,,,
,,,,,,,UAA,,NVDA,,,,,,
,,,,,,,UA,,NVR,,,,,,
,,,,,,,URI,,NXPI,,,,,,
,,,,,,,UNM,,ORLY,,,,,,
,,,,,,,VLO,,OXY,,,,,,
,,,,,,,VTR,,ODFL,,,,,,
,,,,,,,VRSK,,OKE,,,,,,
,,,,,,,VFC,,ORCL,,,,,,
,,,,,,,VMC,,OTIS,,,,,,
,,,,,,,WAB,,PCAR,,,,,,
,,,,,,,WMT,,PH,,,,,,
,,,,,,,WM,,PAYX,,,,,,
,,,,,,,WAT,,PYPL,,,,,,
,,,,,,,WEC,,PBCT,,,,,,
,,,,,,,WFC,,PEP,,,,,,
,,,,,,,WELL,,PKI,,,,,,
,,,,,,,WST,,PRGO,,,,,,
,,,,,,,WDC,,PFE,,,,,,
,,,,,,,WU,,PSX,,,,,,
,,,,,,,WY,,PNW,,,,,,
,,,,,,,WLTW,,PXD,,,,,,
,,,,,,,XLNX,,PNC,,,,,,
,,,,,,,XYL,,PPG,,,,,,
,,,,,,,ZBRA,,PFG,,,,,,
,,,,,,,ZBH,,PG,,,,,,
,,,,,,,ZION,,PGR,,,,,,
,,,,,,,ZTS,,PLD,,,,,,
,,,,,,,,,PRU,,,,,,
,,,,,,,,,PSA,,,,,,
,,,,,,,,,QRVO,,,,,,
,,,,,,,,,PWR,,,,,,
,,,,,,,,,QCOM,,,,,,
,,,,,,,,,DGX,,,,,,
,,,,,,,,,RL,,,,,,
,,,,,,,,,RJF,,,,,,
,,,,,,,,,RTX,,,,,,
,,,,,,,,,O,,,,,,
,,,,,,,,,REG,,,,,,
,,,,,,,,,RF,,,,,,
,,,,,,,,,RMD,,,,,,
,,,,,,,,,RHI,,,,,,
,,,,,,,,,ROK,,,,,,
,,,,,,,,,ROL,,,,,,
,,,,,,,,,ROP,,,,,,
,,,,,,,,,ROST,,,,,,
,,,,,,,,,RCL,,,,,,
,,,,,,,,,SPGI,,,,,,
,,,,,,,,,SLB,,,,,,
,,,,,,,,,STX,,,,,,
,,,,,,,,,SEE,,,,,,
,,,,,,,,,SRE,,,,,,
,,,,,,,,,NOW,,,,,,
,,,,,,,,,SHW,,,,,,
,,,,,,,,,SPG,,,,,,
,,,,,,,,,SWKS,,,,,,
,,,,,,,,,SNA,,,,,,
,,,,,,,,,SO,,,,,,
,,,,,,,,,SWK,,,,,,
,,,,,,,,,STT,,,,,,
,,,,,,,,,STE,,,,,,
,,,,,,,,,SYK,,,,,,
,,,,,,,,,SIVB,,,,,,
,,,,,,,,,SYF,,,,,,
,,,,,,,,,SNPS,,,,,,
,,,,,,,,,SYY,,,,,,
,,,,,,,,,TMUS,,,,,,
,,,,,,,,,TROW,,,,,,
,,,,,,,,,TTWO,,,,,,
,,,,,,,,,TPR,,,,,,
,,,,,,,,,TDY,,,,,,
,,,,,,,,,TFX,,,,,,
,,,,,,,,,TER,,,,,,
,,,,,,,,,TSLA,,,,,,
,,,,,,,,,TXN,,,,,,
,,,,,,,,,TXT,,,,,,
,,,,,,,,,TMO,,,,,,
,,,,,,,,,TJX,,,,,,
,,,,,,,,,TSCO,,,,,,
,,,,,,,,,TT,,,,,,
,,,,,,,,,TDG,,,,,,
,,,,,,,,,TRV,,,,,,
,,,,,,,,,TRMB,,,,,,
,,,,,,,,,TFC,,,,,,
,,,,,,,,,TWTR,,,,,,
,,,,,,,,,TYL,,,,,,
,,,,,,,,,TSN,,,,,,
,,,,,,,,,UDR,,,,,,
,,,,,,,,,USB,,,,,,
,,,,,,,,,UAA,,,,,,
,,,,,,,,,UA,,,,,,
,,,,,,,,,URI,,,,,,
,,,,,,,,,UHS,,,,,,
,,,,,,,,,UNM,,,,,,
,,,,,,,,,VLO,,,,,,
,,,,,,,,,VTR,,,,,,
,,,,,,,,,VRSN,,,,,,
,,,,,,,,,VRSK,,,,,,
,,,,,,,,,VZ,,,,,,
,,,,,,,,,VRTX,,,,,,
,,,,,,,,,VFC,,,,,,
,,,,,,,,,VMC,,,,,,
,,,,,,,,,WAB,,,,,,
,,,,,,,,,WMT,,,,,,
,,,,,,,,,WM,,,,,,
,,,,,,,,,WAT,,,,,,
,,,,,,,,,WEC,,,,,,
,,,,,,,,,WFC,,,,,,
,,,,,,,,,WELL,,,,,,
,,,,,,,,,WST,,,,,,
,,,,,,,,,WDC,,,,,,
,,,,,,,,,WU,,,,,,
,,,,,,,,,WRK,,,,,,
,,,,,,,,,WY,,,,,,
,,,,,,,,,WLTW,,,,,,
,,,,,,,,,XLNX,,,,,,
,,,,,,,,,XYL,,,,,,
,,,,,,,,,YUM,,,,,,
,,,,,,,,,ZBRA,,,,,,
,,,,,,,,,ZBH,,,,,,
,,,,,,,,,ZION,,,,,,
,,,,,,,,,ZTS,,,,,,
