11_tickers,120_tickers,14_tickers,160_tickers,18_tickers,213_tickers,23_tickers,284_tickers,30_tickers,378_tickers,39_tickers,51_tickers,68_tickers,7_tickers,9_tickers,90_tickers
,,,RTX,,LLY,,HAS,,EFX,,,,,,
,,,O,,LNC,,PEAK,,EQIX,,,,,,
,,,RSG,,LIN,,HSIC,,ETSY,,,,,,
,,,SLB,,LYV,,HES,,EVRG,,,,,,
,,,SO,,L,,HPE,,EXR,,,,,,
,,,LUV,,LOW,,HLT,,XOM,,,,,,
,,,SYK,,LUMN,,HFC,,FFIV,,,,,,
,,,SIVB,,LYB,,HOLX,,FB,,,,,,
,,,SYF,,MAR,,HD,,FRT,,,,,,
,,,SYY,,MLM,,HRL,,FDX,,,,,,
,,,TMUS,,MAS,,HST,,FIS,,,,,,
,,,TXT,,MA,,HWM,,FE,,,,,,
,,,TSCO,,MKC,,HPQ,,FRC,,,,,,
,,,TT,,MXIM,,HUM,,FISV,,,,,,
,,,TRV,,MCK,,HBAN,,FLT,,,,,,
,,,TRMB,,MDT,,HII,,FLIR,,,,,,
,,,ULTA,,MDLZ,,IDXX,,FMC,,,,,,
,,,URI,,MPWR,,INCY,,F,,,,,,
,,,UNM,,MNST,,IR,,FTNT,,,,,,
,,,VLO,,MOS,,INTC,,FTV,,,,,,
,,,VRSN,,NDAQ,,ICE,,FBHS,,,,,,
,,,VRSK,,NLSN,,IP,,FOXA,,,,,,
,,,VTRS,,NKE,,IFF,,BEN,,,,,,
,,,VMC,,NTRS,,J,,FCX,,,,,,
,,,WBA,,NOV,,JBHT,,GPS,,,,,,
,,,WM,,NVR,,JNJ,,GE,,,,,,
,,,XEL,,OKE,,JCI,,GIS,,,,,,
,,,XYL,,OTIS,,JNPR,,GILD,,,,,,
,,,,,PCAR,,KSU,,GPN,,,,,,
,,,,,PAYX,,K,,GS,,,,,,
,,,,,PAYC,,KMB,,GWW,,,,,,
,,,,,PNR,,KMI,,HAL,,,,,,
,,,,,PNC,,KLAC,,HBI,,,,,,
,,,,,PFG,,KHC,,HAS,,,,,,
,,,,,PG,,KR,,PEAK,,,,,,
,,,,,PGR,,LB,,HSIC,,,,,,
,,,,,PLD,,LH,,HES,,,,,,
,,,,,PEG,,LRCX,,HPE,,,,,,
,,,,,RL,,LW,,HLT,,,,,,
,,,,,RTX,,LEG,,HFC,,,,,,
,,,,,O,,LEN,,HOLX,,,,,,
,,,,,REG,,LLY,,HD,,,,,,
,,,,,REGN,,LNC,,HON,,,,,,
,,,,,RSG,,LIN,,HRL,,,,,,
,,,,,RCL,,LYV,,HST,,,,,,
,,,,,SBAC,,L,,HWM,,,,,,
,,,,,SLB,,LOW,,HPQ,,,,,,
,,,,,SO,,LUMN,,HUM,,,,,,
,,,,,LUV,,LYB,,HBAN,,,,,,
,,,,,SYK,,MPC,,HII,,,,,,
,,,,,SIVB,,MAR,,IDXX,,,,,,
,,,,,SYF,,MMC,,INFO,,,,,,
,,,,,SYY,,MLM,,ITW,,,,,,
,,,,,TMUS,,MAS,,ILMN,,,,,,
,,,,,TROW,,MA,,INCY,,,,,,
,,,,,TDY,,MKC,,IR,,,,,,
,,,,,TER,,MXIM,,INTC,,,,,,
,,,,,TXN,,MCK,,ICE,,,,,,
,,,,,TXT,,MDT,,IBM,,,,,,
,,,,,TSCO,,MU,,IP,,,,,,
,,,,,TT,,TAP,,IPG,,,,,,
,,,,,TRV,,MDLZ,,IFF,,,,,,
,,,,,TRMB,,MPWR,,IVZ,,,,,,
,,,,,TWTR,,MNST,,IRM,,,,,,
,,,,,ULTA,,MCO,,J,,,,,,
,,,,,URI,,MS,,JBHT,,,,,,
,,,,,UNM,,MOS,,SJM,,,,,,
,,,,,VLO,,NDAQ,,JNJ,,,,,,
,,,,,VRSN,,NEM,,JCI,,,,,,
,,,,,VRSK,,NEE,,JPM,,,,,,
,,,,,VFC,,NLSN,,JNPR,,,,,,
,,,,,VIAC,,NKE,,KSU,,,,,,
,,,,,VTRS,,NSC,,K,,,,,,
,,,,,VMC,,NTRS,,KEY,,,,,,
,,,,,WBA,,NOV,,KEYS,,,,,,
,,,,,WM,,NVR,,KMB,,,,,,
,,,,,WDC,,OXY,,KMI,,,,,,
,,,,,WRK,,OKE,,KLAC,,,,,,
,,,,,XEL,,OTIS,,KHC,,,,,,
,,,,,XYL,,PCAR,,KR,,,,,,
,,,,,YUM,,PAYX,,LB,,,,,,
,,,,,,,PAYC,,LHX,,,,,,
,,,,,,,PYPL,,LH,,,,,,
,,,,,,,PNR,,LRCX,,,,,,
,,,,,,,PEP,,LW,,,,,,
,,,,,,,PXD,,LEG,,,,,,
,,,,,,,PNC,,LEN,,,,,,
,,,,,,,PPG,,LLY,,,,,,
,,,,,,,PPL,,LNC,,,,,,
,,,,,,,PFG,,LIN,,,,,,
,,,,,,,PG,,LYV,,,,,,
,,,,,,,PGR,,LKQ,,,,,,
,,,,,,,PLD,,L,,,,,,
,,,,,,,PEG,,LOW,,,,,,
,,,,,,,PHM,,LUMN,,,,,,
,,,,,,,RL,,LYB,,,,,,
,,,,,,,RTX,,MTB,,,,,,
,,,,,,,O,,MRO,,,,,,
,,,,,,,REG,,MPC,,,,,,
,,,,,,,REGN,,MAR,,,,,,
,,,,,,,RSG,,MMC,,,,,,
,,,,,,,RCL,,MLM,,,,,,
,,,,,,,SPGI,,MAS,,,,,,
,,,,,,,SBAC,,MA,,,,,,
,,,,,,,SLB,,MKC,,,,,,
,,,,,,,SNA,,MXIM,,,,,,
,,,,,,,SO,,MCD,,,,,,
,,,,,,,LUV,,MCK,,,,,,
,,,,,,,SWK,,MDT,,,,,,
,,,,,,,SBUX,,MRK,,,,,,
,,,,,,,SYK,,MTD,,,,,,
,,,,,,,SIVB,,MGM,,,,,,
,,,,,,,SYF,,MCHP,,,,,,
,,,,,,,SYY,,MU,,,,,,
,,,,,,,TMUS,,MSFT,,,,,,
,,,,,,,TROW,,MHK,,,,,,
,,,,,,,TDY,,TAP,,,,,,
,,,,,,,TFX,,MDLZ,,,,,,
,,,,,,,TER,,MPWR,,,,,,
,,,,,,,TSLA,,MNST,,,,,,
,,,,,,,TXN,,MCO,,,,,,
,,,,,,,TXT,,MS,,,,,,
,,,,,,,TMO,,MOS,,,,,,
,,,,,,,TSCO,,NDAQ,,,,,,
,,,,,,,TT,,NTAP,,,,,,
,,,,,,,TRV,,NEM,,,,,,
,,,,,,,TRMB,,NEE,,,,,,
,,,,,,,TWTR,,NLSN,,,,,,
,,,,,,,ULTA,,NKE,,,,,,
,,,,,,,UAA,,NSC,,,,,,
,,,,,,,UNP,,NTRS,,,,,,
,,,,,,,URI,,NOV,,,,,,
,,,,,,,UNM,,NVDA,,,,,,
,,,,,,,VLO,,NVR,,,,,,
,,,,,,,VRSN,,OXY,,,,,,
,,,,,,,VRSK,,OKE,,,,,,
,,,,,,,VFC,,ORCL,,,,,,
,,,,,,,VIAC,,OTIS,,,,,,
,,,,,,,VTRS,,PCAR,,,,,,
,,,,,,,V,,PH,,,,,,
,,,,,,,VMC,,PAYX,,,,,,
,,,,,,,WRB,,PAYC,,,,,,
,,,,,,,WBA,,PYPL,,,,,,
,,,,,,,DIS,,PNR,,,,,,
,,,,,,,WM,,PBCT,,,,,,
,,,,,,,WEC,,PEP,,,,,,
,,,,,,,WST,,PKI,,,,,,
,,,,,,,WDC,,PRGO,,,,,,
,,,,,,,WRK,,PFE,,,,,,
,,,,,,,XEL,,PM,,,,,,
,,,,,,,XYL,,PXD,,,,,,
,,,,,,,YUM,,PNC,,,,,,
,,,,,,,,,PPG,,,,,,
,,,,,,,,,PPL,,,,,,
,,,,,,,,,PFG,,,,,,
,,,,,,,,,PG,,,,,,
,,,,,,,,,PGR,,,,,,
,,,,,,,,,PLD,,,,,,
,,,,,,,,,PEG,,,,,,
,,,,,,,,,PSA,,,,,,
,,,,,,,,,PHM,,,,,,
,,,,,,,,,QRVO,,,,,,
,,,,,,,,,QCOM,,,,,,
,,,,,,,,,RL,,,,,,
,,,,,,,,,RJF,,,,,,
,,,,,,,,,RTX,,,,,,
,,,,,,,,,O,,,,,,
,,,,,,,,,REG,,,,,,
,,,,,,,,,REGN,,,,,,
,,,,,,,,,RSG,,,,,,
,,,,,,,,,RMD,,,,,,
,,,,,,,,,RHI,,,,,,
,,,,,,,,,ROL,,,,,,
,,,,,,,,,ROP,,,,,,
,,,,,,,,,RCL,,,,,,
,,,,,,,,,SPGI,,,,,,
,,,,,,,,,CRM,,,,,,
,,,,,,,,,SBAC,,,,,,
,,,,,,,,,SLB,,,,,,
,,,,,,,,,SEE,,,,,,
,,,,,,,,,SHW,,,,,,
,,,,,,,,,SNA,,,,,,
,,,,,,,,,SO,,,,,,
,,,,,,,,,LUV,,,,,,
,,,,,,,,,SWK,,,,,,
,,,,,,,,,SBUX,,,,,,
,,,,,,,,,SYK,,,,,,
,,,,,,,,,SIVB,,,,,,
,,,,,,,,,SYF,,,,,,
,,,,,,,,,SNPS,,,,,,
,,,,,,,,,SYY,,,,,,
,,,,,,,,,TMUS,,,,,,
,,,,,,,,,TROW,,,,,,
,,,,,,,,,TPR,,,,,,
,,,,,,,,,TGT,,,,,,
,,,,,,,,,TEL,,,,,,
,,,,,,,,,TDY,,,,,,
,,,,,,,,,TFX,,,,,,
,,,,,,,,,TER,,,,,,
,,,,,,,,,TSLA,,,,,,
,,,,,,,,,TXN,,,,,,
,,,,,,,,,TXT,,,,,,
,,,,,,,,,TMO,,,,,,
,,,,,,,,,TSCO,,,,,,
,,,,,,,,,TT,,,,,,
,,,,,,,,,TDG,,,,,,
,,,,,,,,,TRV,,,,,,
,,,,,,,,,TRMB,,,,,,
,,,,,,,,,TFC,,,,,,
,,,,,,,,,TWTR,,,,,,
,,,,,,,,,TYL,,,,,,
,,,,,,,,,TSN,,,,,,
,,,,,,,,,UDR,,,,,,
,,,,,,,,,ULTA,,,,,,
,,,,,,,,,USB,,,,,,
,,,,,,,,,UAA,,,,,,
,,,,,,,,,UA,,,,,,
,,,,,,,,,UNP,,,,,,
,,,,,,,,,UPS,,,,,,
,,,,,,,,,URI,,,,,,
,,,,,,,,,UNM,,,,,,
,,,,,,,,,VLO,,,,,,
,,,,,,,,,VRSN,,,,,,
,,,,,,,,,VRSK,,,,,,
,,,,,,,,,VRTX,,,,,,
,,,,,,,,,VFC,,,,,,
,,,,,,,,,VIAC,,,,,,
,,,,,,,,,VTRS,,,,,,
,,,,,,,,,V,,,,,,
,,,,,,,,,VMC,,,,,,
,,,,,,,,,WRB,,,,,,
,,,,,,,,,WBA,,,,,,
,,,,,,,,,DIS,,,,,,
,,,,,,,,,WM,,,,,,
,,,,,,,,,WEC,,,,,,
,,,,,,,,,WST,,,,,,
,,,,,,,,,WDC,,,,,,
,,,,,,,,,WU,,,,,,
,,,,,,,,,WRK,,,,,,
,,,,,,,,,XEL,,,,,,
,,,,,,,,,XYL,,,,,,
,,,,,,,,,YUM,,,,,,
,,,,,,,,,ZBRA,,,,,,
,,,,,,,,,ZBH,,,,,,
,,,,,,,,,ZION,,,,,,
,,,,,,,,,ZTS,,,,,,
