11_tickers,120_tickers,14_tickers,160_tickers,18_tickers,213_tickers,23_tickers,284_tickers,30_tickers,378_tickers,39_tickers,51_tickers,68_tickers,7_tickers,9_tickers,90_tickers
,INCY,,FRT,,DVA,,CTXS,,CBOE,,,WMT,,,PYPL
,JBHT,,FIS,,DLR,,CMS,,CBRE,,,WDC,,,PNR
,KLAC,,FISV,,DFS,,CTSH,,CDW,,,,,,PSX
,LB,,GRMN,,DISCA,,CAG,,CE,,,,,,PSA
,LVS,,GD,,DLTR,,COP,,CNC,,,,,,QRVO
,LEG,,HIG,,DTE,,STZ,,CNP,,,,,,DGX
,LEN,,PEAK,,DRE,,CPRT,,CERN,,,,,,RTX
,LIN,,HSIC,,EMN,,COST,,CB,,,,,,ROL
,L,,HES,,ETN,,CCI,,CINF,,,,,,SPGI
,LUMN,,HPE,,EMR,,CSX,,CTAS,,,,,,SBAC
,LYB,,HFC,,ETR,,CVS,,CSCO,,,,,,SWKS
,MLM,,HWM,,EFX,,DHI,,C,,,,,,SNA
,MCD,,ITW,,EL,,DHR,,CFG,,,,,,STT
,MDT,,ILMN,,ETSY,,DVA,,CTXS,,,,,,STE
,MTD,,INCY,,EVRG,,XRAY,,CLX,,,,,,SIVB
,MGM,,JBHT,,RE,,DLR,,CME,,,,,,TJX
,MCHP,,JNPR,,EXC,,DFS,,CMS,,,,,,TDG
,NTAP,,K,,EXPE,,DISCA,,CTSH,,,,,,TFC
,NFLX,,KMB,,EXPD,,DLTR,,CAG,,,,,,TSN
,NWL,,KLAC,,XOM,,DTE,,COP,,,,,,VLO
,NEM,,LB,,FFIV,,DUK,,STZ,,,,,,WRB
,NWS,,LHX,,FAST,,DRE,,CPRT,,,,,,WAB
,OTIS,,LVS,,FRT,,DD,,GLW,,,,,,WMT
,PAYX,,LEG,,FIS,,DXC,,COST,,,,,,WDC
,PYPL,,LEN,,FE,,EMN,,CCI,,,,,,
,PNR,,LIN,,FRC,,ETN,,CSX,,,,,,
,PSX,,L,,FISV,,ECL,,CVS,,,,,,
,PTC,,LUMN,,FLT,,EIX,,DHI,,,,,,
,PSA,,LYB,,GPS,,EMR,,DHR,,,,,,
,QRVO,,MLM,,GRMN,,ETR,,DVA,,,,,,
,DGX,,MAS,,IT,,EFX,,DE,,,,,,
,RTX,,MCD,,GD,,EL,,XRAY,,,,,,
,REG,,MDT,,GE,,ETSY,,DLR,,,,,,
,ROL,,MTD,,GM,,EVRG,,DFS,,,,,,
,SPGI,,MGM,,GPC,,RE,,DISCA,,,,,,
,SBAC,,MCHP,,HIG,,EXC,,DISCK,,,,,,
,STX,,MU,,PEAK,,EXPE,,DISH,,,,,,
,SWKS,,MSFT,,HSIC,,EXPD,,DLTR,,,,,,
,SNA,,MPWR,,HES,,EXR,,D,,,,,,
,STT,,NTAP,,HPE,,XOM,,DOW,,,,,,
,STE,,NFLX,,HFC,,FFIV,,DTE,,,,,,
,SIVB,,NWL,,HWM,,FB,,DUK,,,,,,
,TJX,,NEM,,ITW,,FAST,,DRE,,,,,,
,TDG,,NWS,,ILMN,,FRT,,DD,,,,,,
,TFC,,NLOK,,INCY,,FDX,,DXC,,,,,,
,TSN,,ORLY,,IPGP,,FIS,,EMN,,,,,,
,ULTA,,OXY,,JBHT,,FE,,ETN,,,,,,
,UNM,,OKE,,JNPR,,FRC,,ECL,,,,,,
,VLO,,OTIS,,K,,FISV,,EIX,,,,,,
,WRB,,PKG,,KMB,,FLT,,EW,,,,,,
,WAB,,PH,,KLAC,,FLIR,,EA,,,,,,
,WMT,,PAYX,,LB,,FMC,,EMR,,,,,,
,WDC,,PYPL,,LHX,,FTV,,ETR,,,,,,
,WRK,,PNR,,LVS,,FOXA,,EOG,,,,,,
,,,PSX,,LEG,,BEN,,EFX,,,,,,
,,,PTC,,LEN,,GPS,,EQIX,,,,,,
,,,PSA,,LIN,,GRMN,,EL,,,,,,
,,,QRVO,,L,,IT,,ETSY,,,,,,
,,,DGX,,LUMN,,GD,,EVRG,,,,,,
,,,RTX,,LYB,,GE,,ES,,,,,,
,,,O,,MPC,,GM,,RE,,,,,,
,,,REG,,MLM,,GPC,,EXC,,,,,,
,,,ROL,,MAS,,GPN,,EXPE,,,,,,
,,,ROP,,MCD,,GWW,,EXPD,,,,,,
,,,SPGI,,MDT,,HIG,,EXR,,,,,,
,,,SBAC,,MTD,,PEAK,,XOM,,,,,,
,,,STX,,MGM,,HSIC,,FFIV,,,,,,
,,,SWKS,,MCHP,,HSY,,FB,,,,,,
,,,SNA,,MU,,HES,,FAST,,,,,,
,,,STT,,MSFT,,HPE,,FRT,,,,,,
,,,STE,,MPWR,,HFC,,FDX,,,,,,
,,,SIVB,,MSCI,,HWM,,FIS,,,,,,
,,,TJX,,NTAP,,IEX,,FITB,,,,,,
,,,TT,,NFLX,,ITW,,FE,,,,,,
,,,TDG,,NWL,,ILMN,,FRC,,,,,,
,,,TFC,,NEM,,INCY,,FISV,,,,,,
,,,TSN,,NWS,,IR,,FLT,,,,,,
,,,ULTA,,NLOK,,ICE,,FLIR,,,,,,
,,,UAA,,NOV,,IBM,,FMC,,,,,,
,,,UNP,,NXPI,,IVZ,,F,,,,,,
,,,UNH,,ORLY,,IPGP,,FTNT,,,,,,
,,,UPS,,OXY,,IQV,,FTV,,,,,,
,,,URI,,OKE,,IRM,,FOXA,,,,,,
,,,UNM,,ORCL,,JKHY,,BEN,,,,,,
,,,VLO,,OTIS,,JBHT,,FCX,,,,,,
,,,VRSK,,PKG,,JNPR,,GPS,,,,,,
,,,WRB,,PH,,K,,GRMN,,,,,,
,,,WAB,,PAYX,,KMB,,IT,,,,,,
,,,WMT,,PAYC,,KIM,,GNRC,,,,,,
,,,WDC,,PYPL,,KMI,,GD,,,,,,
,,,WRK,,PNR,,KLAC,,GE,,,,,,
,,,XLNX,,PSX,,LB,,GM,,,,,,
,,,ZBRA,,PNW,,LHX,,GPC,,,,,,
,,,ZTS,,PPL,,LVS,,GILD,,,,,,
,,,,,PTC,,LEG,,GL,,,,,,
,,,,,PSA,,LDOS,,GPN,,,,,,
,,,,,PVH,,LEN,,GS,,,,,,
,,,,,QRVO,,LLY,,GWW,,,,,,
,,,,,DGX,,LIN,,HAL,,,,,,
,,,,,RTX,,L,,HIG,,,,,,
,,,,,O,,LUMN,,PEAK,,,,,,
,,,,,REG,,LYB,,HSIC,,,,,,
,,,,,REGN,,MPC,,HSY,,,,,,
,,,,,ROL,,MKTX,,HES,,,,,,
,,,,,ROP,,MAR,,HPE,,,,,,
,,,,,SPGI,,MMC,,HFC,,,,,,
,,,,,SBAC,,MLM,,HOLX,,,,,,
,,,,,STX,,MAS,,HD,,,,,,
,,,,,SEE,,MCD,,HON,,,,,,
,,,,,SWKS,,MDT,,HRL,,,,,,
,,,,,SNA,,MET,,HWM,,,,,,
,,,,,SO,,MTD,,IEX,,,,,,
,,,,,STT,,MGM,,INFO,,,,,,
,,,,,STE,,MCHP,,ITW,,,,,,
,,,,,SYK,,MU,,ILMN,,,,,,
,,,,,SIVB,,MSFT,,INCY,,,,,,
,,,,,TTWO,,MHK,,IR,,,,,,
,,,,,TEL,,MDLZ,,INTC,,,,,,
,,,,,TDY,,MPWR,,ICE,,,,,,
,,,,,TFX,,MOS,,IBM,,,,,,
,,,,,TER,,MSCI,,IPG,,,,,,
,,,,,TSLA,,NTAP,,IFF,,,,,,
,,,,,TXN,,NFLX,,ISRG,,,,,,
,,,,,TJX,,NWL,,IVZ,,,,,,
,,,,,TT,,NEM,,IPGP,,,,,,
,,,,,TDG,,NWS,,IQV,,,,,,
,,,,,TFC,,NLOK,,IRM,,,,,,
,,,,,TSN,,NOV,,JKHY,,,,,,
,,,,,ULTA,,NXPI,,J,,,,,,
,,,,,USB,,ORLY,,JBHT,,,,,,
,,,,,UAA,,OXY,,SJM,,,,,,
,,,,,UNP,,OKE,,JNJ,,,,,,
,,,,,UNH,,ORCL,,JNPR,,,,,,
,,,,,UPS,,OTIS,,K,,,,,,
,,,,,URI,,PKG,,KEYS,,,,,,
,,,,,UNM,,PH,,KMB,,,,,,
,,,,,VLO,,PAYX,,KIM,,,,,,
,,,,,VTR,,PAYC,,KMI,,,,,,
,,,,,VRSK,,PYPL,,KLAC,,,,,,
,,,,,WRB,,PNR,,KHC,,,,,,
,,,,,WAB,,PBCT,,LB,,,,,,
,,,,,WMT,,PFE,,LHX,,,,,,
,,,,,WDC,,PSX,,LH,,,,,,
,,,,,WRK,,PNW,,LRCX,,,,,,
,,,,,XLNX,,PPL,,LVS,,,,,,
,,,,,ZBRA,,PFG,,LEG,,,,,,
,,,,,ZTS,,PG,,LDOS,,,,,,
,,,,,,,PTC,,LEN,,,,,,
,,,,,,,PEG,,LLY,,,,,,
,,,,,,,PSA,,LNC,,,,,,
,,,,,,,PHM,,LIN,,,,,,
,,,,,,,PVH,,LKQ,,,,,,
,,,,,,,QRVO,,LMT,,,,,,
,,,,,,,DGX,,L,,,,,,
,,,,,,,RJF,,LOW,,,,,,
,,,,,,,RTX,,LUMN,,,,,,
,,,,,,,O,,LYB,,,,,,
,,,,,,,REG,,MPC,,,,,,
,,,,,,,REGN,,MKTX,,,,,,
,,,,,,,RF,,MAR,,,,,,
,,,,,,,ROL,,MMC,,,,,,
,,,,,,,ROP,,MLM,,,,,,
,,,,,,,ROST,,MAS,,,,,,
,,,,,,,SPGI,,MA,,,,,,
,,,,,,,CRM,,MKC,,,,,,
,,,,,,,SBAC,,MXIM,,,,,,
,,,,,,,STX,,MCD,,,,,,
,,,,,,,SEE,,MCK,,,,,,
,,,,,,,NOW,,MDT,,,,,,
,,,,,,,SWKS,,MRK,,,,,,
,,,,,,,SNA,,MET,,,,,,
,,,,,,,SO,,MTD,,,,,,
,,,,,,,STT,,MGM,,,,,,
,,,,,,,STE,,MCHP,,,,,,
,,,,,,,SYK,,MU,,,,,,
,,,,,,,SIVB,,MSFT,,,,,,
,,,,,,,SNPS,,MHK,,,,,,
,,,,,,,TTWO,,MDLZ,,,,,,
,,,,,,,TEL,,MPWR,,,,,,
,,,,,,,TDY,,MS,,,,,,
,,,,,,,TFX,,MOS,,,,,,
,,,,,,,TER,,MSCI,,,,,,
,,,,,,,TSLA,,NTAP,,,,,,
,,,,,,,TXN,,NFLX,,,,,,
,,,,,,,TJX,,NWL,,,,,,
,,,,,,,TT,,NEM,,,,,,
,,,,,,,TDG,,NWSA,,,,,,
,,,,,,,TRV,,NWS,,,,,,
,,,,,,,TFC,,NOC,,,,,,
,,,,,,,TWTR,,NLOK,,,,,,
,,,,,,,TSN,,NCLH,,,,,,
,,,,,,,UDR,,NOV,,,,,,
,,,,,,,ULTA,,NRG,,,,,,
,,,,,,,USB,,NVR,,,,,,
,,,,,,,UAA,,NXPI,,,,,,
,,,,,,,UNP,,ORLY,,,,,,
,,,,,,,UNH,,OXY,,,,,,
,,,,,,,UPS,,ODFL,,,,,,
,,,,,,,URI,,OKE,,,,,,
,,,,,,,UNM,,ORCL,,,,,,
,,,,,,,VLO,,OTIS,,,,,,
,,,,,,,VTR,,PKG,,,,,,
,,,,,,,VRSK,,PH,,,,,,
,,,,,,,V,,PAYX,,,,,,
,,,,,,,VNO,,PAYC,,,,,,
,,,,,,,VMC,,PYPL,,,,,,
,,,,,,,WRB,,PENN,,,,,,
,,,,,,,WAB,,PNR,,,,,,
,,,,,,,WMT,,PBCT,,,,,,
,,,,,,,WBA,,PKI,,,,,,
,,,,,,,WDC,,PRGO,,,,,,
,,,,,,,WRK,,PFE,,,,,,
,,,,,,,WY,,PSX,,,,,,
,,,,,,,WYNN,,PNW,,,,,,
,,,,,,,XLNX,,PNC,,,,,,
,,,,,,,ZBRA,,POOL,,,,,,
,,,,,,,ZION,,PPL,,,,,,
,,,,,,,ZTS,,PFG,,,,,,
,,,,,,,,,PG,,,,,,
,,,,,,,,,PGR,,,,,,
,,,,,,,,,PLD,,,,,,
,,,,,,,,,PRU,,,,,,
,,,,,,,,,PTC,,,,,,
,,,,,,,,,PEG,,,,,,
,,,,,,,,,PSA,,,,,,
,,,,,,,,,PHM,,,,,,
,,,,,,,,,PVH,,,,,,
,,,,,,,,,QRVO,,,,,,
,,,,,,,,,QCOM,,,,,,
,,,,,,,,,DGX,,,,,,
,,,,,,,,,RJF,,,,,,
,,,,,,,,,RTX,,,,,,
,,,,,,,,,O,,,,,,
,,,,,,,,,REG,,,,,,
,,,,,,,,,REGN,,,,,,
,,,,,,,,,RF,,,,,,
,,,,,,,,,ROK,,,,,,
,,,,,,,,,ROL,,,,,,
,,,,,,,,,ROP,,,,,,
,,,,,,,,,ROST,,,,,,
,,,,,,,,,RCL,,,,,,
,,,,,,,,,SPGI,,,,,,
,,,,,,,,,CRM,,,,,,
,,,,,,,,,SBAC,,,,,,
,,,,,,,,,STX,,,,,,
,,,,,,,,,SEE,,,,,,
,,,,,,,,,NOW,,,,,,
,,,,,,,,,SHW,,,,,,
,,,,,,,,,SPG,,,,,,
,,,,,,,,,SWKS,,,,,,
,,,,,,,,,SNA,,,,,,
,,,,,,,,,SO,,,,,,
,,,,,,,,,LUV,,,,,,
,,,,,,,,,SWK,,,,,,
,,,,,,,,,STT,,,,,,
,,,,,,,,,STE,,,,,,
,,,,,,,,,SYK,,,,,,
,,,,,,,,,SIVB,,,,,,
,,,,,,,,,SNPS,,,,,,
,,,,,,,,,SYY,,,,,,
,,,,,,,,,TMUS,,,,,,
,,,,,,,,,TROW,,,,,,
,,,,,,,,,TTWO,,,,,,
,,,,,,,,,TPR,,,,,,
,,,,,,,,,TEL,,,,,,
,,,,,,,,,TDY,,,,,,
,,,,,,,,,TFX,,,,,,
,,,,,,,,,TER,,,,,,
,,,,,,,,,TSLA,,,,,,
,,,,,,,,,TXN,,,,,,
,,,,,,,,,TXT,,,,,,
,,,,,,,,,TMO,,,,,,
,,,,,,,,,TJX,,,,,,
,,,,,,,,,TT,,,,,,
,,,,,,,,,TDG,,,,,,
,,,,,,,,,TRV,,,,,,
,,,,,,,,,TRMB,,,,,,
,,,,,,,,,TFC,,,,,,
,,,,,,,,,TWTR,,,,,,
,,,,,,,,,TYL,,,,,,
,,,,,,,,,TSN,,,,,,
,,,,,,,,,UDR,,,,,,
,,,,,,,,,ULTA,,,,,,
,,,,,,,,,USB,,,,,,
,,,,,,,,,UAA,,,,,,
,,,,,,,,,UNP,,,,,,
,,,,,,,,,UNH,,,,,,
,,,,,,,,,UPS,,,,,,
,,,,,,,,,URI,,,,,,
,,,,,,,,,UNM,,,,,,
,,,,,,,,,VLO,,,,,,
,,,,,,,,,VTR,,,,,,
,,,,,,,,,VRSK,,,,,,
,,,,,,,,,V,,,,,,
,,,,,,,,,VNO,,,,,,
,,,,,,,,,VMC,,,,,,
,,,,,,,,,WRB,,,,,,
,,,,,,,,,WAB,,,,,,
,,,,,,,,,WMT,,,,,,
,,,,,,,,,WBA,,,,,,
,,,,,,,,,DIS,,,,,,
,,,,,,,,,WFC,,,,,,
,,,,,,,,,WELL,,,,,,
,,,,,,,,,WDC,,,,,,
,,,,,,,,,WRK,,,,,,
,,,,,,,,,WY,,,,,,
,,,,,,,,,WYNN,,,,,,
,,,,,,,,,XLNX,,,,,,
,,,,,,,,,XYL,,,,,,
,,,,,,,,,ZBRA,,,,,,
,,,,,,,,,ZION,,,,,,
,,,,,,,,,ZTS,,,,,,
